country,_year,population,pop_lower,pop_higher,pop_pred,gdp_current_usd,gdp_lower,gdp_higher,gdp_pred,land_area_ha,land_area_ha_low,land_area_ha_high,land_area_ha_pred,agri_land_pct,agri_land_pct_low,agri_land_pct_high,agri_land_pct_pred,forest_area_pct,forest_area_pct_low,forest_area_pct_high,forest_area_pct_pred,cereal_yield_kg_ha,cereal_yield_kg_ha_low,cereal_yield_kg_ha_high,cereal_yield_kg_ha_pred,cash_crop_yield_kg_ha,cash_crop_yield_kg_ha_low,cash_crop_yield_kg_ha_high,cash_crop_yield_kg_ha_pred,employment_agri_pct,employment_agri_pct_low,employment_agri_pct_high,employment_agri_pct_pred,livestock_production_100_index,livestock_production_100_index_low,livestock_production_100_index_high,livestock_production_100_index_pred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,1/01/2023,0.00,33301853.08,33507929.43,33407707.14,,353000000000.00,409000000000.00,380000000000.00,,266613.46,275220.66,270695.72,,27494.63,28338.02,27909.15,0.00,5747652.78,5920623.51,5839143.46,0.00,483940.31,535154.41,510085.62,0.00,174362.18,175928.90,175172.84,0.00,77.32,77.66,77.47,0.00,32309998.39,38513596.19,35322431.85,0,3231653424,8689824588,6014836635,0,34.82008672,65.86825569,50.45535626,0,65573879331,1.28E+11,99961599966,0,14.70683748,15.66689897,15.19788284,0,100.4614027,100.6706687,100.5632079,0,7.691768839,16.97854573,12.18324319,0,63.37720132,88.03165751,75.82068581,0,5240.459111,5637.485562,5447.033396
Malaysia,1/01/2024,0.00,33699051.79,33929514.56,33812997.36,,366000000000.00,419000000000.00,393000000000.00,,273444.47,282492.13,277745.09,,28148.70,29001.91,28567.19,0.00,5939878.40,6116570.45,6028750.01,0.00,484316.39,534931.24,510911.48,0.00,177383.51,179270.53,178399.49,0.00,77.56,77.92,77.73,0.00,33019937.10,39153967.06,36107478.46,0,3242964549,8876689464,6082522894,0,34.01987118,67.68450325,50.90476598,0,68945003236,1.30E+11,1.00E+11,0,14.50897994,15.44185256,14.9782843,0,100.5509072,100.7747085,100.6584632,0,7.748569501,17.06281703,12.29565718,0,61.97085579,86.54668859,74.4995587,0,5357.563752,5759.036385,5557.213804
Malaysia,1/01/2025,0.00,34087376.65,34368497.45,34234701.89,,376000000000.00,429000000000.00,403000000000.00,,280794.53,289558.78,284954.46,,28808.24,29709.26,29264.44,0.00,6128241.73,6324968.34,6227090.04,0.00,483135.30,534790.15,510291.82,0.00,180642.95,183014.45,181898.01,0.00,77.72,78.10,77.91,0.00,33661903.97,40040837.84,36840303.16,0,3759620026,9344660930,6397100745,0,34.31884105,67.42389405,51.38434646,0,76814700435,1.39E+11,1.07E+11,0,14.25457561,15.17473119,14.7124754,0,100.6418876,100.8812889,100.7656622,0,7.58569816,17.19572929,12.40962409,0,67.42344965,91.74618775,79.60113607,0,5532.0535,5922.372007,5722.732223
Malaysia,1/01/2026,0.00,34452707.83,34811010.70,34635208.15,,388000000000.00,442000000000.00,414000000000.00,,287176.30,296537.45,291960.55,,29407.76,30370.57,29892.03,0.00,6304319.30,6514941.53,6407009.78,0.00,483748.56,535485.51,510674.28,0.00,183820.35,186887.30,185325.75,0.00,77.95,78.34,78.14,0.00,34178342.33,40562752.40,37289270.84,0,3730375756,9117135149,6419020213,0,36.15730368,70.54797118,53.01407796,0,77766330474,1.40E+11,1.07E+11,0,13.98199182,14.95881183,14.47779977,0,100.7331923,100.9697888,100.849729,0,7.827566012,17.50011334,12.60557612,0,66.85536728,92.46782827,79.60463933,0,5638.847579,6040.427407,5835.77939
Malaysia,1/01/2027,0.00,34824090.04,35243646.91,35037914.64,,398000000000.00,456000000000.00,427000000000.00,,294267.46,304160.25,298988.16,,29997.12,31089.52,30534.78,0.00,6477414.20,6712693.20,6591771.13,0.00,485374.86,535445.52,511278.57,0.00,186694.39,190560.94,188651.20,0.00,78.16,78.63,78.39,0.00,34796267.88,40913230.04,37906250.48,0,3822493464,9243891284,6463779357,0,37.42753707,70.38324126,54.05379988,0,77230982166,1.41E+11,1.08E+11,0,13.74239454,14.77468892,14.25074517,0,100.815369,101.0672151,100.9398396,0,8.433972216,17.7315284,12.75976556,0,66.82701633,91.9680101,78.94497442,0,5746.198543,6134.247075,5947.382664
Malaysia,1/01/2028,0.00,35184469.49,35692416.23,35443204.86,,412000000000.00,468000000000.00,440000000000.00,,300423.66,311341.55,306037.53,,30620.14,31825.69,31192.81,0.00,6644807.26,6918223.67,6781377.68,0.00,487599.01,539061.76,512104.43,0.00,189423.06,194215.14,191877.85,0.00,78.42,78.92,78.65,0.00,35336833.60,41750733.16,38691297.08,0,3802741086,9200269704,6531465616,0,38.3004096,70.74660256,54.50320959,0,77494949040,1.41E+11,1.08E+11,0,13.48855544,14.56423123,14.03114663,0,100.9099753,101.1620084,101.0350948,0,8.235907617,17.51223216,12.87217954,0,65.91526191,90.61085691,77.62384732,0,5855.512209,6249.377762,6057.563072
Malaysia,1/01/2029,0.00,35566300.13,36148907.46,35864909.39,,422000000000.00,478000000000.00,450000000000.00,,307068.10,319113.96,313246.90,,31225.73,32586.84,31890.07,0.00,6839088.80,7124267.72,6979717.70,0.00,485990.78,536803.07,511484.76,0.00,192365.18,198158.47,195376.37,0.00,78.55,79.11,78.82,0.00,36253955.49,42511075.74,39424121.78,0,4130042050,9593699097,6846043467,0,38.58566392,72.02119102,54.98279008,0,84618391608,1.47E+11,1.15E+11,0,13.21534386,14.30231808,13.76533773,0,101.0148607,101.2810719,101.1422938,0,8.477657284,17.6607596,12.98614646,0,70.40507722,95.15224926,82.72542468,0,6013.796077,6432.351927,6223.081491
Malaysia,1/01/2030,0.00,35909531.53,36615838.31,36265415.65,,433000000000.00,491000000000.00,461000000000.00,,314001.86,326848.77,320252.99,,31786.10,33297.57,32517.65,0.00,7005642.40,7318036.09,7159637.44,0.00,486740.37,537874.63,511867.23,0.00,195588.39,202088.36,198804.11,0.00,78.75,79.37,79.06,0.00,36556848.62,43335011.19,39873089.47,0,4203198303,9440639843,6867962935,0,39.2358625,73.61344759,56.61252158,0,81349684127,1.47E+11,1.16E+11,0,12.92372665,14.0957281,13.5306621,0,101.0850384,101.3660472,101.2263607,0,8.796483224,18.18204211,13.18209848,0,70.75176699,95.08963528,82.72892795,0,6121.439088,6547.40724,6336.128658
Mexico,1/01/1960,37771859.00,37492915.55,37881717.10,37680742.08,13040000000.00,-201000000000.00,30554159281.00,-87409514068.00,22308.61,9412.27,24788.41,16865.45,1825.56,-109.14,2056.54,1002.01,1165911.15,567164.03,1240543.25,922989.81,1706494.82,1693944.00,1706501.43,1700346.75,463460.71,455378.50,463133.11,459251.92,57.08,57.04,57.57,57.31,0.00,-34496876.42,143862.52,-16856037.30,642548460.5,-24254126655,90950576608,33101055787,0,-4.530841875,1.815957205,-1.302120308,444341600,-84689854953,-898621941,-44209613382,23.44611035,22.43193442,24.24502481,23.31137618,94.39450376,94.25248447,94.50103194,94.37964678,1.046778397,-2.921486681,10.30904501,3.82430342,50.753,50.70601974,50.85200276,50.77648892,159.2632569,43.66617211,150.2935897,99.60879101
Mexico,1/01/1961,38966056.00,38795274.59,39177244.71,38987082.10,14160000000.00,-166000000000.00,64770721984.00,-56781543119.00,24787.34,15903.45,31318.03,23904.34,2028.40,814.69,2872.65,1847.72,1295456.83,863987.91,1509926.95,1183274.15,1750316.27,1742974.09,1757334.22,1750257.80,464280.56,461359.02,469168.87,465160.50,57.67,57.40,57.90,57.65,0.00,-33727635.80,-748701.67,-17140174.19,227800372.2,-37417598088,81494061827,21149199122,0,-4.101520544,2.62686835,-0.720745276,413480000,-83766991592,509907150.5,-43953098248,23.4484552,22.41000794,24.21558955,23.31368746,94.48899275,94.39063079,94.63987643,94.51453367,1.163087107,-2.84210163,10.75602801,3.928963328,51.59,51.51873526,51.65676731,51.58413558,176.9591743,67.74408161,180.8404295,122.4849412
Mexico,1/01/1962,40195319.00,40026684.42,40404461.38,40230962.39,15200000000.00,-169000000000.00,53218803303.00,-53289574808.00,27541.49,19055.80,34869.82,27135.15,2253.78,1010.65,3051.07,2084.66,1439396.48,1057445.44,1718235.71,1391805.25,1796650.37,1792307.16,1806781.05,1799643.38,466667.65,465166.38,473192.50,469193.47,58.19,57.83,58.33,58.08,0.00,-31717892.70,2384234.37,-14314616.97,182245595.1,-31055494405,83697272510,26387361973,0,-3.89106306,2.396701199,-0.699768902,427198020,-81926583421,2147454131,-40212541761,23.45080028,22.33880424,24.18745379,23.24973436,94.58357633,94.46298445,94.71018607,94.58038322,1.292319008,-2.380505616,10.69865071,4.257639903,52.428,52.34207087,52.48180804,52.41166683,196.6213048,111.3032048,221.7952495,167.9382418
Mexico,1/01/1963,41462369.00,41310645.43,41679374.81,41488406.55,16960000000.00,-165000000000.00,68489031142.00,-46588615697.00,30601.66,23441.96,38757.38,30513.06,2504.20,1304.67,3326.02,2351.86,1599329.42,1274566.02,1933287.63,1604964.41,1845780.28,1843183.15,1857177.28,1850130.00,470432.04,469391.69,477335.93,473218.87,58.66,58.25,58.79,58.53,0.00,-26925467.50,7281370.39,-10926999.94,100751729.4,-30472139893,88554520585,31432296418,0,-3.775197918,2.563817312,-0.62850309,548302680,-79490591882,10052886061,-36180466246,23.45314559,22.36445693,24.17714003,23.27109116,94.67825458,94.52800822,94.78421595,94.6596701,1.435910009,-1.92142249,11.01171655,4.609122751,53.265,53.18379696,53.33217925,53.25397828,218.4681164,157.1092991,269.8511714,211.7865885
Mexico,1/01/1964,42771079.00,42573812.96,42947418.77,42760942.64,20080000000.00,-153000000000.00,76836504491.00,-36669635655.00,34001.84,25756.90,42007.41,34054.78,2782.44,1663.11,3741.94,2650.64,1777032.69,1478222.65,2117319.25,1822786.40,1897581.69,1894691.94,1908247.50,1901733.85,475357.77,473505.91,481291.81,477246.56,59.07,58.74,59.26,58.98,0.00,-22655502.56,10056286.82,-6978432.80,469450956.9,-24724482344,95255129907,36278743515,0,-3.528921009,2.582903713,-0.506797884,587594480,-71642809805,7373005489,-31858028872,23.45549114,22.48091165,24.28367471,23.37768527,94.77302761,94.62997523,94.88419751,94.76096574,1.595455566,-1.602325243,11.18054628,4.983338811,54.1,54.04834192,54.18935337,54.11923679,242.7423516,197.1833977,309.2104138,254.0061479
Mexico,1/01/1965,44123853.00,43985292.80,44352094.42,44161450.45,21840000000.00,-127000000000.00,115000000000.00,-6041664725.00,37779.82,33397.86,48492.81,41093.71,3091.60,2480.69,4585.35,3496.35,1974480.77,1744193.23,2410442.39,2083223.01,1951686.27,1947652.11,1961628.50,1954541.65,481082.37,479293.67,487355.12,483155.14,59.45,59.07,59.60,59.32,0.00,-23912650.08,8898570.34,-7262569.69,779259642.7,-36091119332,80290212942,24326886851,0,-3.338054745,3.218516132,0.074577148,538031680,-76097150858,11651966684,-31601513737,23.45783692,22.43947562,24.29297798,23.37999655,94.86789551,94.77428721,95.01881451,94.89585262,1.772728406,-1.247705814,12.05926794,5.087998719,54.931,54.85094934,55.00078702,54.92584507,269.713724,218.2251421,327.5873524,276.8822981
Mexico,1/01/1966,45519737.00,45304727.19,45702504.32,45499241.24,24320000000.00,-123000000000.00,105000000000.00,-2549696434.00,41977.58,36483.96,52239.75,44324.57,3435.12,2671.11,4746.22,3733.30,2193867.52,1968113.77,2629270.40,2291905.97,2007238.32,2000260.32,2013782.44,2006816.06,487106.71,483165.07,491231.15,487188.11,59.81,59.51,60.01,59.75,0.00,-21088026.83,13047067.12,-4437012.47,1025279733,-28883464241,90753667896,29565049703,0,-3.205047477,3.392662812,0.095553523,564571660,-70861397201,13115358866,-27860957250,23.46018294,22.44701177,24.26842172,23.31604345,94.96285836,94.83312296,95.08949484,94.96170218,1.969698229,-1.283804672,12.08955425,5.416675294,55.761,55.68634034,55.82166187,55.75234079,299.6819155,267.5374113,378.9913728,322.3355986
Mexico,1/01/1967,46956208.00,46775000.91,47154424.68,46958345.42,26560000000.00,-110000000000.00,124000000000.00,4151262660.00,46641.75,39464.73,55964.40,47710.53,3816.79,2949.37,5026.56,4000.92,2437630.58,2173231.49,2871027.97,2505648.34,2062833.17,2053156.17,2067546.93,2060187.37,492946.27,487370.11,495210.92,491213.52,60.17,59.95,60.46,60.20,0.00,-17238125.65,14864140.04,-1049395.44,801301515,-19559161549,87771702695,34609984148,0,-3.001202996,3.398309063,0.166819334,586953600,-65484318936,18063312035,-23828881734,23.4625292,22.46252634,24.2910971,23.33740024,95.05791628,94.90692545,95.1665085,95.04098906,2.188553588,-0.611963388,12.96210347,5.768158142,56.587,56.50951987,56.65509388,56.58178312,332.9799061,311.8563412,421.9073689,366.1859224
Mexico,1/01/1968,48431972.00,48237728.55,48613069.85,48432541.54,29360000000.00,-92772766194.00,130000000000.00,14070242687.00,51824.17,43770.08,58841.91,51260.30,4240.88,3226.75,5306.08,4300.12,2708478.42,2402027.22,3051833.10,2724053.53,2117058.36,2107384.57,2122176.27,2114675.90,498122.83,491042.34,499240.80,495241.20,60.54,60.39,60.91,60.66,0.00,-14151502.13,19506835.42,2899171.71,685247994.5,-19528905814,95345788836,39456431247,0,-2.848534707,3.593660325,0.28852454,689436600,-59357529963,24278605711,-19506444360,23.46487568,22.51643085,24.33044531,23.44399435,95.15306935,95.01435359,95.25160222,95.1422847,2.431726209,-0.433864612,13.10581537,6.142374202,57.411,57.35959957,57.50835827,57.43417252,369.9776735,353.0066268,466.8666263,408.4074589
Mexico,1/01/1969,49945279.00,49749549.90,50125187.64,49943868.10,32480000000.00,-69701060767.00,172000000000.00,44698213617.00,57582.41,50705.83,66575.78,58325.67,4712.09,4123.13,6185.98,5147.13,3009420.46,2759775.43,3424877.50,3079722.85,2168624.01,2160631.85,2174129.10,2167478.30,502199.78,497068.51,505115.44,501147.60,60.93,60.74,61.25,61.00,0.00,-15352421.13,19952159.70,2615034.82,1093602694,-31927298980,88367730802,27504574583,0,-2.494532058,3.937382233,0.869899573,663370800,-60135759970,27261708784,-19249929226,23.46722241,22.50611945,24.36299545,23.44630563,95.24831767,95.14880358,95.40303449,95.27717159,2.70191801,-0.992857637,12.82182147,6.247034109,58.229,58.1564525,58.29992856,58.22801492,411.0863039,374.4154413,488.3423814,431.309332
Mexico,1/01/1970,51493565.00,51288946.80,51687817.04,51494190.40,35520000000.00,-68466898145.00,162000000000.00,48190181904.00,63980.46,56362.53,71652.11,64020.87,5235.66,4375.46,6513.92,5407.50,3343800.52,3045747.57,3725503.73,3383909.72,2215716.61,2204904.16,2219334.71,2212625.53,504739.92,499576.05,507778.60,503881.90,61.36,61.17,61.69,61.43,0.00,-10355326.67,22672784.03,5440592.05,1777211962,-31252274976,85679962046,32742737435,0,-1.974950699,4.245634265,0.890875947,756033730,-58688751843,25285108322,-15509372738,23.46956936,22.47264001,24.24346276,23.38235253,95.34366133,95.21498077,95.47081274,95.34325903,3.002131122,-0.079624701,13.2892245,6.575710684,59.021,58.9273904,59.06261086,58.9957984,456.7625599,423.2637674,531.6839174,476.8019382
Mexico,1/01/1971,53076373.00,52848931.65,53235735.27,53058026.00,39200000000.00,-62702535541.00,174000000000.00,54891140999.00,71089.40,62345.30,77788.00,69863.16,5817.40,4694.65,6772.52,5698.14,3715333.91,3358353.53,4023594.57,3692724.66,2256913.53,2252081.77,2265831.69,2258869.66,505499.38,502408.28,510623.12,506608.61,61.83,61.61,62.13,61.87,0.00,-8076471.37,25903062.57,8828209.08,2143859366,-22857979775,92356991292,37787671880,0,-2.270945763,4.358278519,0.962141759,981458344.8,-56367290706,30146004011,-11477297221,23.47191655,22.54994532,24.26935109,23.40370932,95.43910043,95.3018902,95.54725307,95.42278379,3.335701247,0.295613463,13.41902665,6.927193533,59.779,59.70477506,59.85044582,59.77925686,507.5139554,464.5801496,577.1152048,520.6895907
Mexico,1/01/1972,54689943.00,54496009.88,54883759.88,54692475.53,45200000000.00,-51029144486.00,185000000000.00,64810352503.00,78988.22,71219.51,85920.54,78393.54,6463.78,5357.13,7305.10,6307.78,4128148.79,3821191.26,4472790.27,4145398.25,2291672.68,2283366.07,2297125.21,2290861.40,504624.10,499199.12,507165.97,503274.51,62.33,62.17,62.69,62.43,0.00,-4202179.78,29881501.29,12776776.23,2234548949,-12182090051,99650180456,42634118979,0,-2.133829453,4.224041835,1.083846966,1296684257,-47768596333,37931507034,-7154859847,23.47426398,22.63256904,24.40910934,23.51030343,95.53463506,95.40104138,95.65301473,95.52433912,3.706334719,0.661434415,14.18038867,7.301409592,60.532,60.48952932,60.63732637,60.55631992,551.2348038,509.6350483,617.3584145,562.9784999
Mexico,1/01/1973,56324303.00,56174574.88,56563373.42,56361771.25,55280000000.00,-18132705055.00,207000000000.00,95438555540.00,87764.69,83170.37,97405.13,90434.74,7181.97,6446.30,8486.49,7465.21,4586831.98,4306043.10,4992274.56,4641177.63,2319603.77,2313887.32,2327742.77,2321110.78,502300.13,497995.86,505819.96,501801.13,62.85,62.61,63.11,62.87,0.00,-4974285.86,28373304.13,12492639.35,6678896133,-24672680667,88277084153,30682262315,0,-1.546994525,4.833193861,1.665221998,1679817085,-52029886358,34593603264,-6898344712,23.47661164,22.55490227,24.39012883,23.51261472,95.63026533,95.52016934,95.78860446,95.6594864,4.118149687,0.854760122,13.82918695,7.4060695,61.279,61.20637687,61.35536007,61.27463224,582.3773798,533.5540774,642.5325632,585.9241898
Mexico,1/01/1974,57966804.00,57774672.20,58163907.43,57969536.27,72000000000.00,-19849848705.00,213000000000.00,98930798831.00,97516.32,90664.41,106677.27,98672.84,7979.97,7025.26,9043.81,8014.20,5096479.98,4746840.57,5416746.58,5085073.09,2340409.71,2331167.42,2344941.02,2338221.56,498630.45,492709.39,500537.89,496794.92,63.38,63.16,63.66,63.40,0.00,-1456836.65,32215633.16,15318196.59,17124491117,-24507191978,92435206658,35920425167,0,-1.568300148,4.74403704,1.686198373,1920866300,-45201701253,39368795248,-3157788220,23.47895954,22.50620687,24.23711054,23.44866162,95.72599132,95.59967823,95.85032627,95.72578541,4.575721875,0.84934973,13.93330657,7.734746075,62.022,61.92973384,62.07568605,62.00662328,627.376317,577.920632,685.6895773,631.4707888
Mexico,1/01/1975,59607953.00,59400029.73,59774964.86,59590814.58,88000000000.00,807700685.50,222000000000.00,106000000000.00,108351.47,99282.04,114980.82,107058.03,8866.63,7562.85,9615.01,8593.45,5662755.54,5189056.54,5872542.03,5533596.62,2354096.89,2349125.61,2363645.67,2356429.23,493911.50,487711.04,496042.50,491781.12,63.92,63.67,64.19,63.94,0.00,2261419.87,34894647.53,18705813.62,13151190483,-17803269006,1.04E+11,40965359613,0,-1.551081926,4.951074531,1.757464184,1896784593,-45550033575,43135697280,874287300.2,23.48130767,22.59495141,24.414672,23.47001842,95.82181313,95.67706656,95.92573677,95.80552174,5.084135417,1.667491959,14.556721,8.086228923,62.759,62.68218984,62.82541651,62.7542893,655.8856332,619.6488772,731.8536964,675.4124341
Mexico,1/01/1976,61242190.00,61031321.63,61420112.54,61227533.52,89025974026.00,-3855553695.00,231000000000.00,116000000000.00,120390.52,111150.17,126481.87,118816.20,9851.81,8626.70,10697.81,9692.95,6062976.81,5659928.33,6336544.18,5986883.80,2361315.12,2351471.59,2365606.94,2358679.10,488467.71,482721.96,491008.29,486764.89,64.47,64.24,64.74,64.50,0.00,5233091.58,40447188.34,22654380.78,14088113334,-10695433268,1.04E+11,45811806711,0,-1.551524099,4.925654572,1.87916939,1403804527,-35791380029,50261569729,5196724687,23.48365603,22.6695221,24.47308879,23.57661253,95.91773086,95.78727263,96.03668511,95.90738218,5.649039352,1.876595577,14.80405709,8.460444983,63.491,63.43976145,63.58694954,63.51193134,694.8151266,660.275577,769.3249482,717.7653302
Mexico,1/01/1977,62869903.00,62710400.41,63087123.32,62899104.86,81814159292.00,35748036609.00,256000000000.00,146000000000.00,133767.25,126031.80,141723.21,134094.05,10946.46,10257.43,12392.22,11341.58,6475600.01,6140336.54,6837049.61,6483278.44,2363405.39,2352300.56,2366132.54,2359105.13,482652.25,479379.25,488013.63,483604.78,65.01,64.68,65.18,64.93,0.00,4623846.29,39033638.58,22370243.91,23778569287,-21413377316,92870600631,33859950046,0,-0.605172388,5.846802325,2.460544423,1938338555,-35769415759,52224087720,5453239835,23.48600463,22.65419168,24.49699145,23.57892382,96.01374461,95.91605893,96.17105648,96.04283541,6.276710391,1.889487799,15.51319227,8.56510489,64.215,64.13706095,64.27848635,64.21076943,737.4275733,684.6732914,796.4900271,740.7751823
Mexico,1/01/1978,64494869.00,64320085.15,64699098.49,64508704.55,103000000000.00,41074474664.00,274000000000.00,150000000000.00,148630.27,141994.35,157643.46,149520.89,12162.73,11280.08,13400.79,12380.19,6900950.98,6606780.02,7262144.83,6927742.12,2362382.56,2352200.16,2365852.70,2359137.65,477004.05,474508.01,482474.58,478593.84,65.54,65.19,65.73,65.47,0.00,8416196.95,42614936.70,25195801.16,17981011347,-14835426777,95898738693,39098112898,1.303414634,-0.769903632,6.115251651,2.481520797,2269381533,-33663329177,54792371129,9193800844,23.48835347,22.57138554,24.41549517,23.51504298,96.10985446,95.97639242,96.23181367,96.10957036,6.974122656,2.3458717,15.12197647,8.893781465,64.934,64.85268281,65.00130017,64.92949402,794.6678673,738.5674696,843.1542952,786.370022
Mexico,1/01/1979,66123897.00,65939989.32,66336913.05,66131817.54,135000000000.00,41633795664.00,267000000000.00,156000000000.00,165144.75,157899.06,173516.88,165094.83,13514.15,12445.29,14311.01,13449.07,7339752.57,7058282.49,7732989.34,7376833.87,2360160.26,2353230.21,2367418.41,2360267.07,471794.01,469733.86,477831.13,473575.32,66.06,65.75,66.27,66.01,0.00,11034316.68,44847295.28,28583418.20,24558182505,-9161932728,1.03E+11,44143047344,3.056797784,-0.563855378,5.840069335,2.552786609,3087692135,-29126632025,56915048113,13225880881,23.49070254,22.66257353,24.42204553,23.53647204,96.20606052,96.06072863,96.30283674,96.18974262,7.749025174,2.412116308,16.16049864,9.245264314,65.646,65.58785084,65.73446293,65.66389358,840.4677056,770.1157541,886.5216982,830.3599079
Mexico,1/01/1980,67761372.00,67579672.87,67949794.30,67770044.98,205000000000.00,59841080537.00,278000000000.00,166000000000.00,183494.16,175154.54,190696.89,182689.12,15015.72,13472.45,15601.78,14550.57,7792557.78,7472652.82,8147025.76,7831083.56,2358705.60,2355694.08,2369755.26,2362513.71,467485.71,464512.12,472553.63,468559.97,66.55,66.30,66.82,66.57,29815003.68,16435627.45,50957604.11,32531985.37,54020885288,-8208846526,1.05E+11,48989494441,1.569481491,-0.917322808,5.658373477,2.674491815,4175319837,-28306122089,57664599164,17548582472,23.49305184,22.72609484,24.56215228,23.64326843,96.30236289,96.17815306,96.42401749,96.29210874,8.610027971,3.194975516,15.9837379,9.619480372,66.339,66.23340105,66.37409045,66.30378415,887.0540579,816.2773126,928.7979984,872.7210996
Mexico,1/01/1981,69407624.00,69238833.36,69623758.30,69443128.95,264000000000.00,79755589945.00,322000000000.00,197000000000.00,203882.40,195521.64,211399.73,203819.08,16684.13,15115.57,17205.62,16201.21,8259507.26,7985617.94,8681158.76,8328443.35,2359789.81,2356019.21,2369435.63,2362936.49,464267.60,461444.63,469386.11,465400.73,67.03,66.73,67.26,67.00,29845278.32,14636547.42,49163072.64,32247848.50,73745133264,-22902227002,92568602203,37037637776,1.583956094,0.029363885,6.375493822,3.255866848,4971260746,-26381106382,62129547446,17805362547,23.49540138,22.73300572,24.61139854,23.64578255,96.39876165,96.30725161,96.54713823,96.42806904,9.566697745,3.162463704,16.43722251,9.724140278,66.87,66.81299538,66.95681059,66.88454817,926.6705341,839.5008866,950.9179601,895.7392701
Mexico,1/01/1982,71058654.00,70861082.69,71229320.69,71052751.24,185000000000.00,85603588412.00,314000000000.00,200000000000.00,226536.01,219579.68,235030.80,227457.20,18537.93,17674.55,19757.13,18711.74,8740214.44,8420689.72,9110964.74,8773761.09,2363481.89,2360832.77,2373912.90,2367189.66,461881.25,458719.15,466591.88,462636.56,67.49,67.20,67.72,67.47,28423461.60,17149246.48,52019867.39,35073405.75,1.09E+11,-12642445620,97990475416,42275695926,0.423651789,0.284014369,6.576175795,3.276843222,1777613442,-20693880028,63776587653,21546226687,23.49775116,22.71611632,24.48541514,23.58213931,96.49525691,96.37800027,96.61749775,96.49511168,10.62966416,3.412042734,16.732135,10.05279187,67.396,67.32265995,67.46060404,67.39183871,980.950188,883.2966983,997.2532845,941.3342028
Mexico,1/01/1983,72709299.00,72482147.92,72868566.25,72675886.83,156000000000.00,93775038826.00,308000000000.00,207000000000.00,251706.67,243649.29,258646.05,251242.42,20597.70,20233.60,22265.12,21252.53,9306790.27,8877849.22,9564932.03,9223706.89,2369741.47,2365901.51,2379061.62,2372539.72,460249.86,455889.07,464084.70,459864.82,67.94,67.69,68.20,67.94,29810812.59,22682605.03,55458323.62,38461022.80,1.59E+11,-10604439292,1.06E+11,47320525669,0.599356303,0.174344265,6.565299075,3.348109034,4793446679,-15787959966,66465121404,25578609857,23.50010117,22.76168749,24.50338581,23.60380596,96.59184875,96.44668513,96.70802637,96.57559163,11.81073796,3.805038784,16.74095119,10.40424975,67.919,67.84026412,67.99107878,67.91480424,999.8996139,932.0908276,1040.930138,985.3241819
Mexico,1/01/1984,74352631.00,74114260.86,74500060.70,74314114.32,184000000000.00,100000000000.00,339000000000.00,217000000000.00,279674.08,268726.47,283690.36,275797.98,22886.33,22770.46,24939.07,23826.43,9814547.29,9436922.04,10093908.97,9776790.25,2378317.61,2375244.03,2388811.87,2381691.15,459127.50,454691.49,462693.47,458715.50,68.38,68.16,68.67,68.43,38663368.12,25927381.17,58415722.22,42409589.97,1.20E+11,-7077998438,1.10E+11,52166167941,0.995992132,0.277992577,6.766994548,3.46981424,8018704803,-13116192934,72768862393,29902100645,23.50245142,22.83155553,24.65614409,23.71105723,96.68853729,96.54580762,96.80317825,96.67826877,13.12304217,4.080842789,17.11326854,10.77843368,68.437,68.38786991,68.53367115,68.46059408,1038.429965,975.1424231,1081.811854,1027.685374
Mexico,1/01/1985,75983485.00,75793850.53,76177950.90,75986014.45,195000000000.00,135000000000.00,359000000000.00,248000000000.00,310748.98,309556.93,324521.65,317086.81,25429.25,25998.09,27959.08,26954.97,10333753.96,10050316.55,10694274.53,10373705.12,2388464.87,2382237.90,2396242.48,2389038.25,458560.33,455468.05,463286.18,459443.51,68.81,68.52,69.02,68.77,30393394.00,24148255.07,58612826.85,42125453.10,1.13E+11,-14559080437,1.06E+11,40213398737,1.558551007,0.851054113,7.261667804,4.051189272,5678880167,-12153319841,74529136925,30160813304,23.5048019,22.73785454,24.59735008,23.71442288,96.78532261,96.68371339,96.94449971,96.81472677,14.58115797,4.538800042,17.52265959,10.88295771,68.95,68.87340694,69.01741955,68.94699956,1077.431497,992.5847974,1107.924857,1050.703544
Mexico,1/01/1986,77599098.00,77402377.79,77782388.04,77594456.04,135000000000.00,132000000000.00,369000000000.00,251000000000.00,345276.64,346567.78,361920.47,354473.99,28254.73,28372.85,30584.15,29468.49,10941472.82,10609065.80,11256332.79,10917946.99,2398820.92,2389065.20,2403104.61,2395976.18,458145.07,454421.69,462046.55,458310.08,69.23,68.92,69.45,69.20,39575539.98,28313859.16,61721029.33,44951010.36,1.16E+11,-14945828623,1.01E+11,45450651543,2.978407378,0.707327517,7.273487615,4.072165647,6673540003,-8008340344,77572222303,33903561312,23.50715261,22.820292,24.5873224,23.65152126,96.88220482,96.76751897,97.00697344,96.88214315,16.20128664,4.252118969,18.14340647,11.21149878,69.459,69.38239662,69.52138529,69.45416735,1095.631292,1043.262906,1147.624116,1096.298477
