LOCATION,TIME,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Access to electricity (% of population),Renewable electricity output (% of total electricity output),Urban population (% of total population),Electric power consumption (kWh per capita)
SVK,1963,24.88614959,95.40649618,0.428762229,35.483,0
SVK,1964,24.88863845,95.50199818,0.476402477,36.26,0
SVK,1965,24.89112756,95.59759578,0.529336085,37.043,0
SVK,1966,24.89361693,95.69328907,0.588151206,37.833,0
SVK,1967,24.89610654,95.78907815,0.65350134,38.63,0
SVK,1968,24.8985964,95.88496311,0.7261126,39.435,0
SVK,1969,24.9010865,95.98094405,0.806791778,40.243,0
SVK,1970,24.90357686,96.07702107,0.896435309,41.057,0
SVK,1971,24.90606747,96.17319427,0.996039232,42.009,2696.684044
SVK,1972,24.90855832,96.26946373,1.106710258,43.064,2829.469119
SVK,1973,24.91104943,96.36582956,1.229678064,44.122,3026.212742
SVK,1974,24.91354078,96.46229185,1.36630896,45.187,3138.205353
SVK,1975,24.91603239,96.5588507,1.518121067,46.257,3111.768994
SVK,1976,24.91852424,96.65550621,1.686801185,47.331,3260.460837
SVK,1977,24.92101634,96.75225847,1.874223539,48.405,3413.489637
SVK,1978,24.92350869,96.84910758,2.082470599,49.482,3468.62299
SVK,1979,24.92600129,96.94605363,2.313856221,50.56,3806.459359
SVK,1980,24.92849414,97.04309673,2.570951357,51.638,4358.595651
SVK,1981,24.93098724,97.14023696,2.856612618,52.31,4411.789626
SVK,1982,24.93348059,97.23747444,3.17401402,52.777,4439.280022
SVK,1983,24.93597419,97.33480925,3.526682245,53.244,4520.842715
SVK,1984,24.93846803,97.43224149,3.918535828,53.711,4624.05919
SVK,1985,24.94096213,97.52977126,4.353928697,54.176,4841.364432
SVK,1986,24.94345647,97.62739866,4.837698553,54.641,4941.625056
SVK,1987,24.94595107,97.72512378,5.375220614,55.105,5085.164393
SVK,1988,24.94844591,97.82294673,5.972467349,55.568,5150.462919
SVK,1989,24.95094101,97.9208676,6.636074832,56.03,5266.168582
SVK,1990,24.95343635,98.01888648,7.37341648,56.491,5542.170903
SVK,1991,22.80148582,98.11700349,5.803553027,56.78,5115.12279
SVK,1992,22.8037662,98.21521871,8.337637741,56.719,4699.137571
SVK,1993,22.8060468,98.31353224,14.41939777,56.659,4570.442444
SVK,1994,22.80832764,98.41194418,17.10660696,56.598,4582.581961
SVK,1995,22.8106087,98.51045464,18.46526411,56.537,4925.961381
SVK,1996,21.72486838,98.6090637,16.60642728,56.476,5150.407724
SVK,1997,21.72465113,98.70777147,16.22161019,56.416,5068.08939
SVK,1998,21.72443389,98.80657805,16.58246541,56.355,4682.297576
SVK,1999,21.72421664,98.90548353,15.91887564,56.294,5028.706343
SVK,2000,21.7239994,99.00448802,14.98473927,56.233,4955.907896
SVK,2001,21.94429753,99.10359161,15.94989955,56.163,5027.452807
SVK,2002,21.94407809,99.20279441,16.82602757,56.013,5051.59839
SVK,2003,21.94385865,99.3020965,11.55683212,55.863,5021.798222
SVK,2004,21.94363921,99.401498,13.54563362,55.713,5097.835556
SVK,2005,21.94341977,99.500999,14.91451901,55.563,4932.803281
SVK,2006,21.69108737,99.6005996,15.36910819,55.412,5153.121484
SVK,2007,21.69087046,99.7002999,17.68966012,55.261,5272.370783
SVK,2008,21.69065355,99.8001,15.86578581,55.111,5294.435099
SVK,2009,21.69043665,99.9,18.94749026,54.96,4954.138251
SVK,2010,21.69021974,100,21.62831343,54.685,5201.404897
SVK,2011,21.76719851,100,17.6718043,54.42,5347.526223
SVK,2012,19.76493293,100,19.32363739,54.28,5137.789018
SVK,2013,19.31549268,100,22.28028337,54.14,5202.467288
SVK,2014,18.30418161,100,22.94459997,54,5137.073835
SVK,2015,18.8026457,100,22.67948333,53.889,5142.216051
SVK,2016,17.35366264,100,22.4526885,53.806,5147.363415
SVK,2017,17.56291134,100,22.22816161,53.751,5152.515931
SVK,2018,17.54534843,100,22.00587999,53.726,5157.673604
SVK,2019,17.52780308,100.001,21.78582119,53.729,5162.836441
SVK,2020,17.51027528,100.002,21.56796298,0,5168.004445
SVN,1960,22.20443134,95.12056282,1.004933437,28.204,0
SVN,1961,22.20665201,95.2157786,1.116592708,29.107,0
SVN,1962,22.20887289,95.31108969,1.240658564,29.934,0
SVN,1963,22.211094,95.40649618,1.378509516,30.776,0
SVN,1964,22.21331533,95.50199818,1.53167724,31.631,0
SVN,1965,22.21553689,95.59759578,1.7018636,32.497,0
SVN,1966,22.21775866,95.69328907,1.890959555,33.376,0
SVN,1967,22.21998066,95.78907815,2.101066173,34.266,0
SVN,1968,22.22220288,95.88496311,2.33451797,35.169,0
SVN,1969,22.22442532,95.98094405,2.593908855,36.081,0
SVN,1970,22.22664799,96.07702107,2.88212095,37.004,0
SVN,1971,22.22887088,96.17319427,3.202356611,37.972,0
SVN,1972,22.23109399,96.26946373,3.558174013,39.058,0
SVN,1973,22.23331732,96.36582956,3.953526681,40.153,0
SVN,1974,22.23554087,96.46229185,4.392807423,41.259,0
SVN,1975,22.23776465,96.5588507,4.880897137,42.374,0
SVN,1976,22.23998865,96.65550621,5.423219041,43.499,0
SVN,1977,22.24221287,96.75225847,6.025798934,44.627,0
SVN,1978,22.24443731,96.84910758,6.695332149,45.762,0
SVN,1979,22.24666198,96.94605363,7.439257943,46.901,0
SVN,1980,22.24888687,97.04309673,8.265842159,48.045,0
SVN,1981,22.25111198,97.14023696,9.184269066,48.941,0
SVN,1982,22.25333731,97.23747444,10.20474341,49.102,0
SVN,1983,22.25556287,97.33480925,11.33860378,49.263,0
SVN,1984,22.25778865,97.43224149,12.59844865,49.424,0
SVN,1985,22.26001465,97.52977126,13.99827628,49.584,0
SVN,1986,22.26224087,97.62739866,15.55364031,49.746,0
SVN,1987,22.26446732,97.72512378,17.28182257,49.907,0
SVN,1988,22.26669399,97.82294673,19.20202507,50.068,0
SVN,1989,22.26892088,97.9208676,21.33558341,50.229,0
SVN,1990,22.27114799,98.01888648,23.70620379,50.39,5334.905446
SVN,1991,20.87306287,98.11700349,28.31136221,50.517,5087.452468
SVN,1992,20.87515039,98.21521871,27.73007129,50.543,4943.155465
SVN,1993,20.87723811,98.31353224,25.40599364,50.569,4950.932498
SVN,1994,20.87932604,98.41194418,26.3590539,50.596,5240.160186
SVN,1995,20.88141418,98.51045464,25.18392318,50.622,5312.904549
SVN,1996,19.13481236,98.6090637,28.13050471,50.649,5365.50828
SVN,1997,19.13462101,98.70777147,23.46690953,50.675,5434.662198
SVN,1998,19.13442967,98.80657805,25.1238345,50.701,5574.706466
SVN,1999,19.13423832,98.90548353,28.44216559,50.728,5675.615026
SVN,2000,19.13404698,99.00448802,28.65531415,50.754,5777.995651
SVN,2001,19.42361808,99.10359161,26.73855938,50.78,6006.34519
SVN,2002,19.42342384,99.20279441,23.38676531,50.857,6380.951903
SVN,2003,19.42322961,99.3020965,22.27930535,51.082,6578.034236
SVN,2004,19.42303538,99.401498,27.60133587,51.308,6830.705073
SVN,2005,19.42284115,99.500999,23.64887213,51.533,6917.860467
SVN,2006,18.68240339,99.6005996,24.49884221,51.758,7123.537771
SVN,2007,18.68221657,99.7002999,22.46227481,51.983,7137.824175
SVN,2008,18.68202974,99.8001,26.26989451,52.209,6920.244039
SVN,2009,18.68184292,99.9,29.9152594,52.433,6104.421845
SVN,2010,18.6816561,100,29.21562596,52.658,6510.841884
SVN,2011,19.5141379,100,24.37951618,52.883,6753.073664
SVN,2012,17.67007906,100,27.84280936,53.108,6718.975052
SVN,2013,17.57137864,100,32.32336011,53.332,6779.280887
SVN,2014,16.63270074,100,38.51890695,53.557,6727.999302
SVN,2015,17.12815192,100,29.39191469,53.781,6734.734036
SVN,2016,15.91273727,100,29.09799555,54.02,6741.475511
SVN,2017,16.02397998,100,28.80701559,54.273,6748.223735
SVN,2018,16.007956,100,28.51894543,54.541,6754.978714
SVN,2019,15.99194804,100.001,28.23375598,54.822,6761.740454
SVN,2020,15.97595609,100.002,27.95141842,0,6768.508963
SLB,1960,13.72051013,32.24136195,0,5.768,0
SLB,1961,13.72188232,32.27363558,0,6.038,0
SLB,1962,13.72325465,32.30594152,0,6.321,0
SLB,1963,13.72462711,32.3382798,0,6.616,0
SLB,1964,13.72599971,32.37065045,0,6.924,0
SLB,1965,13.72737245,32.40305351,0,7.245,0
SLB,1966,13.72874532,32.435489,0,7.579,0
SLB,1967,13.73011833,32.46795695,0,7.928,0
SLB,1968,13.73149148,32.50045741,0,8.292,0
SLB,1969,13.73286477,32.5329904,0,8.67,0
SLB,1970,13.73423819,32.56555596,0,8.917,0
SLB,1971,13.73561175,32.59815411,0,8.958,0
SLB,1972,13.73698545,32.63078489,0,8.999,0
SLB,1973,13.73835929,32.66344834,0,9.041,0
SLB,1974,13.73973326,32.69614449,0,9.083,0
SLB,1975,13.74110737,32.72887336,0,9.125,0
SLB,1976,13.74248162,32.761635,0,9.271,0
SLB,1977,13.743856,32.79442943,0,9.583,0
SLB,1978,13.74523053,32.82725668,0,9.904,0
SLB,1979,13.74660519,32.8601168,0,10.235,0
SLB,1980,13.74797999,32.89300981,0,10.576,0
SLB,1981,13.74935492,32.92593574,0,10.927,0
SLB,1982,13.75073,32.95889464,0,11.288,0
SLB,1983,13.75210521,32.99188653,0,11.659,0
SLB,1984,13.75348055,33.02491144,0,12.041,0
SLB,1985,13.75485604,33.05796941,0,12.433,0
SLB,1986,13.75623166,33.09106047,0,12.837,0
SLB,1987,13.75760742,33.12418465,0,13.111,0
SLB,1988,13.75898332,33.15734199,0,13.298,0
SLB,1989,13.76035936,33.19053253,0,13.486,0
SLB,1990,13.76173553,33.22375628,0,13.677,0
SLB,1991,13.09351532,33.2570133,0,13.87,0
SLB,1992,13.0948248,33.2903036,0,14.065,0
SLB,1993,13.09613441,33.32362723,0,14.262,0
SLB,1994,13.09744416,33.35698421,0,14.462,0
SLB,1995,13.09875403,33.39037459,0,14.664,0
SLB,1996,13.86750903,33.42379838,0,14.869,0
SLB,1997,13.86737035,33.45725564,0,15.076,0
SLB,1998,13.86723168,33.49074639,0,15.285,0
SLB,1999,13.86709301,33.52427066,0,15.496,0
SLB,2000,13.86695434,33.55782848,0,15.813,0
SLB,2001,14.17929063,33.5914199,0,16.201,0
SLB,2002,14.17914884,33.62504495,0,16.597,0
SLB,2003,14.17900704,33.65870365,0,17.001,0
SLB,2004,14.17886525,33.69239605,0,17.413,0
SLB,2005,14.17872347,33.72612217,0,17.832,0
SLB,2006,14.37483058,33.75988205,0,18.259,0
SLB,2007,14.37468683,33.79367573,0,18.694,0
SLB,2008,14.37454308,33.82750323,0,19.138,0
SLB,2009,14.37439933,33.8613646,0,19.589,0
SLB,2010,14.37425559,33.89525986,0,20.048,0
SLB,2011,14.37537331,38.10498047,0,20.508,0
SLB,2012,13.43024493,42.25375366,0,20.97,0
SLB,2013,12.55325496,44.7,0,21.433,0
SLB,2014,12.17203082,50.11717987,2.32755872,21.896,0
SLB,2015,12.69969555,55.1,2.262630437,22.36,0
SLB,2016,11.83068915,58.67827606,2.240004133,22.823,0
SLB,2017,11.87912184,62.9,2.217604091,23.286,0
SLB,2018,11.86724272,66.66609955,2.19542805,23.749,0
SLB,2019,11.85537548,66.66676622,2.17347377,24.21,0
SLB,2020,11.8435201,66.66743289,2.151739032,0,0
SOM,1960,31.64091461,19.98525864,0,17.312,0
SOM,1961,31.64407902,20.0052639,0,17.835,0
SOM,1962,31.64724374,20.02528919,0,18.372,0
SOM,1963,31.65040879,20.04533452,0,18.92,0
SOM,1964,31.65357414,20.06539992,0,19.453,0
SOM,1965,31.65673982,20.08548541,0,19.964,0
SOM,1966,31.65990581,20.105591,0,20.487,0
SOM,1967,31.66307211,20.12571672,0,21.02,0
SOM,1968,31.66623874,20.14586258,0,21.563,0
SOM,1969,31.66940568,20.16602861,0,22.115,0
SOM,1970,31.67257294,20.18621482,0,22.678,0
SOM,1971,31.67574051,20.20642124,0,23.251,0
SOM,1972,31.6789084,20.22664789,0,23.835,0
SOM,1973,31.68207661,20.24689479,0,24.427,0
SOM,1974,31.68524513,20.26716195,0,25.03,0
SOM,1975,31.68841397,20.2874494,0,25.498,0
SOM,1976,31.69158313,20.30775716,0,25.748,0
SOM,1977,31.69475261,20.32808524,0,25.999,0
SOM,1978,31.6979224,20.34843367,0,26.252,0
SOM,1979,31.70109251,20.36880248,0,26.507,0
SOM,1980,31.70426294,20.38919167,0,26.763,0
SOM,1981,31.70743368,20.40960127,0,27.021,0
SOM,1982,31.71060474,20.4300313,0,27.28,0
SOM,1983,31.71377612,20.45048178,0,27.541,0
SOM,1984,31.71694781,20.47095274,0,27.804,0
SOM,1985,31.72011982,20.49144418,0,28.067,0
SOM,1986,31.72329215,20.51195614,0,28.333,0
SOM,1987,31.7264648,20.53248862,0,28.627,0
SOM,1988,31.72963776,20.55304167,0,28.969,0
SOM,1989,31.73281104,20.57361528,0,29.312,0
SOM,1990,31.73598464,20.59420949,0,29.658,0
SOM,1991,29.88915387,20.61482432,0,30.007,0
SOM,1992,29.89214309,20.63545978,0,30.359,0
SOM,1993,29.8951326,20.65611589,0,30.711,0
SOM,1994,29.89812241,20.67679268,0,31.067,0
SOM,1995,29.90111252,20.69749017,0,31.425,0
SOM,1996,31.38724475,20.71820838,0,31.785,0
SOM,1997,31.38693088,20.73894733,0,32.147,0
SOM,1998,31.38661701,20.75970704,0,32.511,0
SOM,1999,31.38630314,20.78048752,0,32.878,0
SOM,2000,31.38598928,20.80128881,0,33.247,0
SOM,2001,29.7229922,20.82211092,0,33.617,0
SOM,2002,29.72269497,20.84295388,0,33.99,0
SOM,2003,29.72239775,20.8638177,0,34.756,0
SOM,2004,29.72210052,20.8847024,0,35.531,0
SOM,2005,29.7218033,20.90560801,0,36.311,0
SOM,2006,29.00134538,20.92653454,0,37.1,0
SOM,2007,29.00105537,20.94748202,0,34.404,0
SOM,2008,29.00076536,20.96845047,0,36.011,0
SOM,2009,29.00047535,20.98943991,0,37.645,0
SOM,2010,29.00018535,21.01045036,0,39.31,0
SOM,2011,31.23015581,22.66929626,0,41,0
SOM,2012,31.58710495,24.37812614,0,41.558,0
SOM,2013,29.5515726,26.13145065,0,42.117,0
SOM,2014,30.40108067,27.92037392,0,42.679,0
SOM,2015,32.01839243,29.73599434,0,43.245,0
SOM,2016,31.75174608,31.56941414,0,43.816,0
SOM,2017,32.03458423,33.41173553,0,44.391,0
SOM,2018,32.00254964,35.25553513,0,44.971,0
SOM,2019,31.97054709,35.25588768,0,45.554,0
SOM,2020,31.93857655,35.25624025,0,0,0
ZAF,1960,26.0419557,78.85494658,0.025888122,46.619,0
ZAF,1961,26.04456015,78.93388046,0.02876458,46.793,0
ZAF,1962,26.04716487,79.01289335,0.031960644,46.906,0
ZAF,1963,26.04976985,79.09198534,0.035511827,47.02,0
ZAF,1964,26.05237508,79.17115649,0.039457585,47.134,0
ZAF,1965,26.05498058,79.2504069,0.043841761,47.248,0
ZAF,1966,26.05758634,79.32973664,0.048713068,47.362,0
ZAF,1967,26.06019236,79.40914578,0.054125631,47.476,0
ZAF,1968,26.06279864,79.48863442,0.06013959,47.59,0
ZAF,1969,26.06540518,79.56820262,0.066821767,47.704,0
ZAF,1970,26.06801198,79.64785047,0.074246408,47.809,0
ZAF,1971,26.07061904,79.72757805,0.082496008,47.869,2239.902625
ZAF,1972,26.07322637,79.80738543,0.091662232,47.929,2389.235268
ZAF,1973,26.07583395,79.88727271,0.101846924,47.989,2503.648732
ZAF,1974,26.07844179,79.96723995,0.113163249,48.049,2629.544642
ZAF,1975,26.0810499,80.04728723,0.125736943,48.109,2749.175864
ZAF,1976,26.08365826,80.12741465,0.139707715,48.169,2885.409419
ZAF,1977,26.08626689,80.20762227,0.155230794,48.229,2958.81037
ZAF,1978,26.08887578,80.28791018,0.17247866,48.289,3107.598245
ZAF,1979,26.09148493,80.36827846,0.191642956,48.349,3329.461838
ZAF,1980,26.09409434,80.44872719,0.212936617,48.425,3519.270685
ZAF,1981,26.09670401,80.52925644,0.236596241,48.591,3678.88116
ZAF,1982,26.09931394,80.60986631,0.262884713,48.756,3750.226199
ZAF,1983,26.10192413,80.69055687,0.292094125,48.922,3789.537235
ZAF,1984,26.10453458,80.77132819,0.324549028,49.088,4034.974004
ZAF,1985,26.1071453,80.85218037,0.360610031,49.372,4117.797939
ZAF,1986,26.10975627,80.93311349,0.400677812,49.905,4205.702104
ZAF,1987,26.11236751,81.01412762,0.445197569,50.439,4175.116328
ZAF,1988,26.11497901,81.09522284,0.494663966,50.972,4255.160458
ZAF,1989,26.11759077,81.17639924,0.549626629,51.505,4271.327204
ZAF,1990,26.12020279,81.25765689,0.610696254,52.037,4238.74572
ZAF,1991,26.2748609,81.33899589,1.189103488,52.554,4128.269742
ZAF,1992,26.27748865,81.42041631,0.450955582,53.038,3997.04111
ZAF,1993,26.28011666,81.50191822,0.084217327,53.521,4023.288233
ZAF,1994,26.28274494,81.58350173,0.596093754,54.004,4068.478453
ZAF,1995,26.28537348,81.66516689,0.285358262,54.486,4157.568446
ZAF,1996,26.67486575,81.74691381,0.69124193,54.967,4705.947971
ZAF,1997,26.67459901,81.82874255,1.077235577,55.449,4818.49812
ZAF,1998,26.67433226,81.9106532,0.899711265,55.93,4606.904496
ZAF,1999,26.67406552,81.99264585,0.460528285,56.411,4470.963333
ZAF,2000,26.67379878,82.07472057,0.677453966,56.891,4579.953241
ZAF,2001,26.32393082,82.15687745,1.101007335,57.368,4302.11804
ZAF,2002,26.32366758,82.23911656,1.208799253,57.898,4528.816147
ZAF,2003,26.32340434,82.321438,0.417733343,58.446,4559.77453
ZAF,2004,26.32314111,82.40384184,0.508031378,58.993,4589.905059
ZAF,2005,26.32287788,82.48632817,0.665138088,59.536,4636.9301
ZAF,2006,27.13967241,82.56889707,1.267684801,60.077,4721.933482
ZAF,2007,27.13940101,82.65154862,0.442994242,60.616,4851.693185
ZAF,2008,27.13912962,82.7342829,0.587823215,61.154,4665.176133
ZAF,2009,27.13885823,82.8171,0.693636935,61.687,4428.154433
ZAF,2010,27.13858684,82.9,0.948380661,62.218,4542.596473
ZAF,2011,26.55787322,84.7,0.918420809,62.746,4566.287489
ZAF,2012,26.57708662,85.3,0.602950811,63.272,4365.91926
ZAF,2013,26.72926171,85.4,0.609023982,63.793,4285.47726
ZAF,2014,26.72221238,86,1.293136276,64.312,4197.907047
ZAF,2015,26.11297177,85.5,2.255041826,64.828,4202.109156
ZAF,2016,25.14041614,84.2,2.232491408,65.341,4206.315472
ZAF,2017,25.10220499,84.4,2.210166494,65.85,4210.525998
ZAF,2018,25.07710278,91.22987366,2.188064829,66.355,4214.740738
ZAF,2019,25.05202568,91.23078597,2.166184181,66.856,4218.959698
ZAF,2020,25.02697365,91.23169828,2.144522339,0,4223.182881
SSD,1960,46.10084496,1.426808442,0,8.748,0
SSD,1961,46.1054555,1.428236679,0,8.737,0
SSD,1962,46.11006651,1.429666345,0,8.725,0
SSD,1963,46.11467798,1.431097443,0,8.714,0
SSD,1964,46.1192899,1.432529973,0,8.702,0
SSD,1965,46.12390229,1.433963937,0,8.69,0
SSD,1966,46.12851515,1.435399336,0,8.679,0
SSD,1967,46.13312846,1.436836172,0,8.667,0
SSD,1968,46.13774223,1.438274447,0,8.656,0
SSD,1969,46.14235647,1.439714161,0,8.645,0
SSD,1970,46.14697117,1.441155316,0,8.633,0
SSD,1971,46.15158632,1.442597914,0,8.622,0
SSD,1972,46.15620194,1.444041956,0,8.61,0
SSD,1973,46.16081803,1.445487443,0,8.599,0
SSD,1974,46.16543457,1.446934378,0,8.587,0
SSD,1975,46.17005158,1.448382761,0,8.576,0
SSD,1976,46.17466904,1.449832593,0,8.565,0
SSD,1977,46.17928697,1.451283877,0,8.553,0
SSD,1978,46.18390536,1.452736614,0,8.542,0
SSD,1979,46.18852421,1.454190804,0,8.531,0
SSD,1980,46.19314353,1.455646451,0,8.519,0
SSD,1981,46.1977633,1.457103554,0,8.508,0
SSD,1982,46.20238354,1.458562117,0,8.497,0
SSD,1983,46.20700424,1.460022139,0,8.708,0
SSD,1984,46.21162541,1.461483622,0,9.261,0
SSD,1985,46.21624703,1.462946569,0,9.844,0
SSD,1986,46.22086912,1.46441098,0,10.461,0
SSD,1987,46.22549167,1.465876857,0,11.111,0
SSD,1988,46.23011468,1.467344201,0,11.797,0
SSD,1989,46.23473815,1.468813014,0,12.517,0
SSD,1990,46.23936209,1.470283297,0,13.276,0
SSD,1991,45.36043444,1.471755052,0,14.074,0
SSD,1992,45.36497093,1.473228281,0,14.912,0
SSD,1993,45.36950788,1.474702984,0,15.626,0
SSD,1994,45.37404529,1.476179163,0,15.749,0
SSD,1995,45.37858315,1.47765682,0,15.873,0
SSD,1996,44.10335276,1.479135955,0,15.997,0
SSD,1997,44.10291173,1.480616572,0,16.123,0
SSD,1998,44.1024707,1.482098671,0,16.249,0
SSD,1999,44.10202967,1.483582253,0,16.376,0
SSD,2000,44.10158865,1.48506732,0,16.504,0
SSD,2001,44.39347998,1.486553874,0,16.632,0
SSD,2002,44.39303605,1.488041916,0,16.761,0
SSD,2003,44.39259212,1.489531448,0,16.891,0
SSD,2004,44.39214819,1.49102247,0,17.023,0
SSD,2005,44.39170427,1.492514985,0,17.154,0
SSD,2006,43.22706901,1.494008994,0,17.287,0
SSD,2007,43.22663674,1.495504499,0,17.42,0
SSD,2008,43.22620448,1.4970015,0,17.555,0
SSD,2009,43.22577222,1.4985,0,17.701,0
SSD,2010,43.22533996,1.5,0,17.86,0
SSD,2011,45.10147241,5.445202827,0,18.032,0
SSD,2012,43.97405864,8.7647686,0.449438202,18.217,41.42916991
SSD,2013,42.64200121,11.84386253,0.423728814,18.415,42.97425909
SSD,2014,41.90056033,14.96977425,0.409836066,18.626,43.58172421
SSD,2015,47.76803169,18.39523125,0.606060606,18.852,43.62534956
SSD,2016,44.84657199,21.87245178,0.6,19.092,43.66901858
SSD,2017,45.57750557,25.11744118,0.594,19.346,43.71273131
SSD,2018,45.53192806,28.20185661,0.58806,19.615,43.7564878
SSD,2019,45.48639613,28.20213863,0.5821794,19.899,43.80028809
SSD,2020,45.44090974,28.20242066,0.576357606,0,43.84413222
ESP,1960,12.17474163,95.12056282,0.729816695,56.567,494.7956001
ESP,1961,12.17595923,95.2157786,0.810907439,57.303,550.4363314
ESP,1962,12.17717695,95.31108969,0.901008266,58.308,613.2474471
ESP,1963,12.17839479,95.40649618,1.001120295,59.306,663.9368538
ESP,1964,12.17961275,95.50199818,1.112355884,60.298,745.3843731
ESP,1965,12.18083083,95.59759578,1.235950982,61.278,822.9567408
ESP,1966,12.18204904,95.69328907,1.373278869,62.251,925.930687
ESP,1967,12.18326736,95.78907815,1.52586541,63.214,1033.076974
ESP,1968,12.18448581,95.88496311,1.695406011,64.168,1154.526781
ESP,1969,12.18570438,95.98094405,1.883784456,65.108,1293.58961
ESP,1970,12.18692307,96.07702107,2.09309384,66.038,1415.841018
ESP,1971,12.18814189,96.17319427,2.325659823,66.848,1534.982698
ESP,1972,12.18936082,96.26946373,2.58406647,67.541,1703.508295
ESP,1973,12.19057988,96.36582956,2.871184966,68.224,1873.677422
ESP,1974,12.19179906,96.46229185,3.190205518,68.901,2024.095268
ESP,1975,12.19301836,96.5588507,3.544672798,69.57,2054.343236
ESP,1976,12.19423779,96.65550621,3.938525331,70.231,2256.141019
ESP,1977,12.19545733,96.75225847,4.376139257,70.883,2294.473888
ESP,1978,12.196677,96.84910758,4.862376952,71.527,2399.030102
ESP,1979,12.19789679,96.94605363,5.402641058,72.162,2528.949623
ESP,1980,12.1991167,97.04309673,6.002934508,72.789,2644.222979
ESP,1981,12.20033674,97.14023696,6.669927231,73.279,2671.283289
ESP,1982,12.20155689,97.23747444,7.411030257,73.515,2658.241671
ESP,1983,12.20277717,97.33480925,8.234478064,73.749,2792.159863
ESP,1984,12.20399757,97.43224149,9.149420071,73.982,2903.337939
ESP,1985,12.20521809,97.52977126,10.1660223,74.213,2975.08323
ESP,1986,12.20643874,97.62739866,11.29558033,74.444,3004.279632
ESP,1987,12.2076595,97.72512378,12.55064482,74.673,3094.082265
ESP,1988,12.20888039,97.82294673,13.94516091,74.9,3217.948159
ESP,1989,12.2101014,97.9208676,15.49462323,75.126,3442.948711
ESP,1990,12.21132253,98.01888648,17.21624803,75.351,3536.749972
ESP,1991,11.94061806,98.11700349,17.97039076,75.528,3607.700136
ESP,1992,11.94181224,98.21521871,12.50925335,75.61,3690.591004
ESP,1993,11.94300654,98.31353224,16.16325375,75.692,3638.526631
ESP,1994,11.94420096,98.41194418,18.0606829,75.774,3756.039201
ESP,1995,11.9453955,98.51045464,14.72016232,75.856,3917.324643
ESP,1996,11.77467961,98.6090637,23.7908459,75.938,4008.939416
ESP,1997,11.77456186,98.70777147,19.54617308,76.019,4324.420646
ESP,1998,11.77444412,98.80657805,19.07369488,76.1,4479.047315
ESP,1999,11.77432637,98.90548353,13.2668082,76.181,4820.675034
ESP,2000,11.77420863,99.00448802,15.61372617,76.262,5167.809673
ESP,2001,11.56948795,99.10359161,21.15357387,76.343,5422.51569
ESP,2002,11.56937225,99.20279441,13.83061642,76.533,5576.546265
ESP,2003,11.56925656,99.3020965,21.67904459,76.778,5676.140491
ESP,2004,11.56914087,99.401498,18.1346963,77.022,5892.307411
ESP,2005,11.56902518,99.500999,14.60139232,77.263,6111.219223
ESP,2006,11.34978308,99.6005996,17.64281993,77.502,6105.075849
ESP,2007,11.34966959,99.7002999,19.30930065,77.74,6054.374438
ESP,2008,11.34955609,99.8001,19.98308562,77.976,6025.772757
ESP,2009,11.34944259,99.9,25.38124981,78.21,5652.595933
ESP,2010,11.3493291,100,32.77554304,78.442,5706.563063
ESP,2011,12.03799789,100,30.0216442,78.673,5599.377374
ESP,2012,11.14962332,100,29.58474801,78.902,5573.401182
ESP,2013,10.74258206,100,39.58357761,79.133,5409.411338
ESP,2014,10.07458883,100,40.10525588,79.366,5355.987006
ESP,2015,10.44910241,100,34.94989057,79.602,5361.348354
ESP,2016,9.704138553,100,34.60039166,79.84,5366.715069
ESP,2017,9.697927863,100,34.25438774,80.08,5372.087156
ESP,2018,9.688229935,100,33.91184387,80.321,5377.464621
ESP,2019,9.678541705,100.001,33.57272543,80.565,5382.847468
ESP,2020,9.668863163,100.002,33.23699817,0,5388.235704
LKA,1960,29.67932739,81.13784009,4.232387072,16.431,0
LKA,1961,29.68229562,81.21905914,4.702652302,16.592,0
LKA,1962,29.68526415,81.3003595,5.225169225,16.753,0
LKA,1963,29.68823297,81.38174125,5.805743583,16.916,0
LKA,1964,29.69120209,81.46320445,6.450826204,17.014,0
LKA,1965,29.69417151,81.5447492,7.167584671,17.11,0
LKA,1966,29.69714122,81.62637557,7.963982968,17.207,0
LKA,1967,29.70011123,81.70808366,8.848869964,17.304,0
LKA,1968,29.70308154,81.78987353,9.832077738,17.402,0
LKA,1969,29.70605214,81.87174528,10.92453082,17.5,0
LKA,1970,29.70902305,81.95369898,12.13836758,17.598,0
LKA,1971,29.71199425,82.03573471,13.48707509,17.697,57.6569125
LKA,1972,29.71496574,82.11785256,14.98563898,17.796,64.21974813
LKA,1973,29.71793754,82.20005262,16.65070998,17.896,66.48035064
LKA,1974,29.72090963,82.28233495,18.50078887,17.996,67.02742977
LKA,1975,29.72388202,82.36469965,20.55643208,18.097,70.95526285
LKA,1976,29.7268547,82.4471468,22.84048009,18.198,72.57598874
LKA,1977,29.72982768,82.52967647,25.37831121,18.299,74.54376101
LKA,1978,29.73280096,82.61228876,28.19812356,18.401,81.05305673
LKA,1979,29.73577454,82.69498375,31.3312484,18.504,89.12112372
LKA,1980,29.73874842,82.77776151,34.81249823,18.607,94.77359221
LKA,1981,29.74172259,82.86062213,38.68055358,18.676,100.5052698
