,Country,LOCATION,ISO CODE 2 letter,VARIABLE,Variable,SOURCE,Source,YEAR,Year,visitors,Flag Codes,Flags
2494,Israel,ISR,IL,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2018,2018,4120900,,
2495,Israel,ISR,IL,DEU,Germany,DEMAND,Tourism demand surveys,2008,2008,147000,,
2496,Israel,ISR,IL,DEU,Germany,DEMAND,Tourism demand surveys,2009,2009,147000,,
2497,Israel,ISR,IL,DEU,Germany,DEMAND,Tourism demand surveys,2010,2010,179000,,
2498,Israel,ISR,IL,DEU,Germany,DEMAND,Tourism demand surveys,2011,2011,180000,,
2499,Israel,ISR,IL,DEU,Germany,DEMAND,Tourism demand surveys,2012,2012,158400,,
2500,Israel,ISR,IL,DEU,Germany,DEMAND,Tourism demand surveys,2013,2013,159800,,
2501,Israel,ISR,IL,DEU,Germany,DEMAND,Tourism demand surveys,2014,2014,162300,,
2502,Israel,ISR,IL,DEU,Germany,DEMAND,Tourism demand surveys,2015,2015,197700,,
2503,Israel,ISR,IL,DEU,Germany,DEMAND,Tourism demand surveys,2016,2016,180100,,
2504,Israel,ISR,IL,DEU,Germany,DEMAND,Tourism demand surveys,2017,2017,228500,,
2505,Israel,ISR,IL,DEU,Germany,DEMAND,Tourism demand surveys,2018,2018,262600,,
2506,Israel,ISR,IL,FRA,France,DEMAND,Tourism demand surveys,2008,2008,264000,,
2507,Israel,ISR,IL,FRA,France,DEMAND,Tourism demand surveys,2009,2009,261000,,
2508,Israel,ISR,IL,FRA,France,DEMAND,Tourism demand surveys,2010,2010,287000,,
2509,Israel,ISR,IL,FRA,France,DEMAND,Tourism demand surveys,2011,2011,269400,,
2510,Israel,ISR,IL,FRA,France,DEMAND,Tourism demand surveys,2012,2012,263490,,
2511,Israel,ISR,IL,FRA,France,DEMAND,Tourism demand surveys,2013,2013,292300,,
2512,Israel,ISR,IL,FRA,France,DEMAND,Tourism demand surveys,2014,2014,288900,,
2513,Israel,ISR,IL,FRA,France,DEMAND,Tourism demand surveys,2015,2015,300100,,
2514,Israel,ISR,IL,FRA,France,DEMAND,Tourism demand surveys,2016,2016,293000,,
2515,Israel,ISR,IL,FRA,France,DEMAND,Tourism demand surveys,2017,2017,311600,,
2516,Israel,ISR,IL,FRA,France,DEMAND,Tourism demand surveys,2018,2018,346000,,
2517,Israel,ISR,IL,GBR,United Kingdom,DEMAND,Tourism demand surveys,2008,2008,187000,,
2518,Israel,ISR,IL,GBR,United Kingdom,DEMAND,Tourism demand surveys,2009,2009,172000,,
2519,Israel,ISR,IL,GBR,United Kingdom,DEMAND,Tourism demand surveys,2010,2010,181000,,
2520,Israel,ISR,IL,GBR,United Kingdom,DEMAND,Tourism demand surveys,2011,2011,168000,,
2521,Israel,ISR,IL,GBR,United Kingdom,DEMAND,Tourism demand surveys,2012,2012,165100,,
2522,Israel,ISR,IL,GBR,United Kingdom,DEMAND,Tourism demand surveys,2013,2013,173300,,
2523,Israel,ISR,IL,GBR,United Kingdom,DEMAND,Tourism demand surveys,2014,2014,164600,,
2524,Israel,ISR,IL,GBR,United Kingdom,DEMAND,Tourism demand surveys,2015,2015,197900,,
2525,Israel,ISR,IL,GBR,United Kingdom,DEMAND,Tourism demand surveys,2016,2016,197100,,
2526,Israel,ISR,IL,GBR,United Kingdom,DEMAND,Tourism demand surveys,2017,2017,211800,,
2527,Israel,ISR,IL,GBR,United Kingdom,DEMAND,Tourism demand surveys,2018,2018,218000,,
2528,Israel,ISR,IL,RUS,Russian Federation,DEMAND,Tourism demand surveys,2008,2008,356000,,
2529,Israel,ISR,IL,RUS,Russian Federation,DEMAND,Tourism demand surveys,2009,2009,404000,,
2530,Israel,ISR,IL,RUS,Russian Federation,DEMAND,Tourism demand surveys,2010,2010,551000,,
2531,Israel,ISR,IL,RUS,Russian Federation,DEMAND,Tourism demand surveys,2011,2011,494200,,
2532,Israel,ISR,IL,RUS,Russian Federation,DEMAND,Tourism demand surveys,2012,2012,526000,,
2533,Israel,ISR,IL,RUS,Russian Federation,DEMAND,Tourism demand surveys,2013,2013,405000,,
2534,Israel,ISR,IL,RUS,Russian Federation,DEMAND,Tourism demand surveys,2014,2014,411400,,
2535,Israel,ISR,IL,RUS,Russian Federation,DEMAND,Tourism demand surveys,2015,2015,414600,,
2536,Israel,ISR,IL,RUS,Russian Federation,DEMAND,Tourism demand surveys,2016,2016,284600,,
2537,Israel,ISR,IL,RUS,Russian Federation,DEMAND,Tourism demand surveys,2017,2017,397600,,
2538,Israel,ISR,IL,RUS,Russian Federation,DEMAND,Tourism demand surveys,2018,2018,316300,,
2539,Israel,ISR,IL,USA,United States,DEMAND,Tourism demand surveys,2008,2008,617000,,
2540,Israel,ISR,IL,USA,United States,DEMAND,Tourism demand surveys,2009,2009,548000,,
2541,Israel,ISR,IL,USA,United States,DEMAND,Tourism demand surveys,2010,2010,620000,,
2542,Israel,ISR,IL,USA,United States,DEMAND,Tourism demand surveys,2011,2011,581000,,
2543,Israel,ISR,IL,USA,United States,DEMAND,Tourism demand surveys,2012,2012,583600,,
2544,Israel,ISR,IL,USA,United States,DEMAND,Tourism demand surveys,2013,2013,597200,,
2545,Israel,ISR,IL,USA,United States,DEMAND,Tourism demand surveys,2014,2014,685900,,
2546,Israel,ISR,IL,USA,United States,DEMAND,Tourism demand surveys,2015,2015,637300,,
2547,Israel,ISR,IL,USA,United States,DEMAND,Tourism demand surveys,2016,2016,672100,,
2548,Israel,ISR,IL,USA,United States,DEMAND,Tourism demand surveys,2017,2017,806100,,
2549,Israel,ISR,IL,USA,United States,DEMAND,Tourism demand surveys,2018,2018,898100,,
2550,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2008,2008,41796724,,
2551,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2009,2009,41124722,,
2552,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2010,2010,43794338,,
2553,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2011,2011,47460809,,
2554,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2012,2012,48738575,,
2555,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2013,2013,50263236,,
2556,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2014,2014,51635500,,
2557,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2015,2015,55039251,,
2558,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2016,2016,56764239,,
2559,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2017,2017,60523190,,
2560,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2018,2018,63195203,,
2561,Italy,ITA,IT,CHN,China,SUPPLY,Tourism supply surveys,2008,2008,716545,,
2562,Italy,ITA,IT,CHN,China,SUPPLY,Tourism supply surveys,2009,2009,727570,,
2563,Italy,ITA,IT,CHN,China,SUPPLY,Tourism supply surveys,2010,2010,965857,,
2564,Italy,ITA,IT,CHN,China,SUPPLY,Tourism supply surveys,2011,2011,1342518,,
2565,Italy,ITA,IT,CHN,China,SUPPLY,Tourism supply surveys,2012,2012,1583479,,
2566,Italy,ITA,IT,CHN,China,SUPPLY,Tourism supply surveys,2013,2013,1850206,,
2567,Italy,ITA,IT,CHN,China,SUPPLY,Tourism supply surveys,2014,2014,2297699,,
2568,Italy,ITA,IT,CHN,China,SUPPLY,Tourism supply surveys,2015,2015,3338155,,
2569,Italy,ITA,IT,CHN,China,SUPPLY,Tourism supply surveys,2016,2016,2678626,,
2570,Italy,ITA,IT,CHN,China,SUPPLY,Tourism supply surveys,2017,2017,3077279,,
2571,Italy,ITA,IT,CHN,China,SUPPLY,Tourism supply surveys,2018,2018,3200847,,
2572,Italy,ITA,IT,DEU,Germany,SUPPLY,Tourism supply surveys,2008,2008,8674799,,
2573,Italy,ITA,IT,DEU,Germany,SUPPLY,Tourism supply surveys,2009,2009,9085679,,
2574,Italy,ITA,IT,DEU,Germany,SUPPLY,Tourism supply surveys,2010,2010,9302743,,
2575,Italy,ITA,IT,DEU,Germany,SUPPLY,Tourism supply surveys,2011,2011,9873213,,
2576,Italy,ITA,IT,DEU,Germany,SUPPLY,Tourism supply surveys,2012,2012,10192697,,
2577,Italy,ITA,IT,DEU,Germany,SUPPLY,Tourism supply surveys,2013,2013,10329271,,
2578,Italy,ITA,IT,DEU,Germany,SUPPLY,Tourism supply surveys,2014,2014,10531441,,
2579,Italy,ITA,IT,DEU,Germany,SUPPLY,Tourism supply surveys,2015,2015,10859244,,
2580,Italy,ITA,IT,DEU,Germany,SUPPLY,Tourism supply surveys,2016,2016,11687313,,
2581,Italy,ITA,IT,DEU,Germany,SUPPLY,Tourism supply surveys,2017,2017,12202448,,
2582,Italy,ITA,IT,DEU,Germany,SUPPLY,Tourism supply surveys,2018,2018,12184502,,
2583,Italy,ITA,IT,FRA,France,SUPPLY,Tourism supply surveys,2008,2008,3215689,,
2584,Italy,ITA,IT,FRA,France,SUPPLY,Tourism supply surveys,2009,2009,3332807,,
2585,Italy,ITA,IT,FRA,France,SUPPLY,Tourism supply surveys,2010,2010,3449866,,
2586,Italy,ITA,IT,FRA,France,SUPPLY,Tourism supply surveys,2011,2011,3689634,,
2587,Italy,ITA,IT,FRA,France,SUPPLY,Tourism supply surveys,2012,2012,3700775,,
2588,Italy,ITA,IT,FRA,France,SUPPLY,Tourism supply surveys,2013,2013,3879255,,
2589,Italy,ITA,IT,FRA,France,SUPPLY,Tourism supply surveys,2014,2014,3902742,,
2590,Italy,ITA,IT,FRA,France,SUPPLY,Tourism supply surveys,2015,2015,4332049,,
2591,Italy,ITA,IT,FRA,France,SUPPLY,Tourism supply surveys,2016,2016,4360152,,
2592,Italy,ITA,IT,FRA,France,SUPPLY,Tourism supply surveys,2017,2017,4547455,,
2593,Italy,ITA,IT,FRA,France,SUPPLY,Tourism supply surveys,2018,2018,4737464,,
2594,Italy,ITA,IT,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2008,2008,3085321,,
2595,Italy,ITA,IT,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2009,2009,2684392,,
2596,Italy,ITA,IT,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2010,2010,2676121,,
2597,Italy,ITA,IT,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2011,2011,2746752,,
2598,Italy,ITA,IT,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2012,2012,2890015,,
2599,Italy,ITA,IT,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2013,2013,2955262,,
2600,Italy,ITA,IT,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2014,2014,3108283,,
2601,Italy,ITA,IT,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2015,2015,3317240,,
2602,Italy,ITA,IT,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2016,2016,3547286,,
2603,Italy,ITA,IT,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2017,2017,3607966,,
2604,Italy,ITA,IT,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2018,2018,3781882,,
2605,Italy,ITA,IT,USA,United States,SUPPLY,Tourism supply surveys,2008,2008,4233647,,
2606,Italy,ITA,IT,USA,United States,SUPPLY,Tourism supply surveys,2009,2009,3928677,,
2607,Italy,ITA,IT,USA,United States,SUPPLY,Tourism supply surveys,2010,2010,4235520,,
2608,Italy,ITA,IT,USA,United States,SUPPLY,Tourism supply surveys,2011,2011,4466672,,
2609,Italy,ITA,IT,USA,United States,SUPPLY,Tourism supply surveys,2012,2012,4442549,,
2610,Italy,ITA,IT,USA,United States,SUPPLY,Tourism supply surveys,2013,2013,4542936,,
2611,Italy,ITA,IT,USA,United States,SUPPLY,Tourism supply surveys,2014,2014,4732116,,
2612,Italy,ITA,IT,USA,United States,SUPPLY,Tourism supply surveys,2015,2015,4531419,,
2613,Italy,ITA,IT,USA,United States,SUPPLY,Tourism supply surveys,2016,2016,4448924,,
2614,Italy,ITA,IT,USA,United States,SUPPLY,Tourism supply surveys,2017,2017,4889010,,
2615,Italy,ITA,IT,USA,United States,SUPPLY,Tourism supply surveys,2018,2018,5656740,,
2616,Italy,ITA,IT,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2008,2008,161797434,,
2617,Italy,ITA,IT,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2009,2009,159493866,,
2618,Italy,ITA,IT,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2010,2010,165202498,,
2619,Italy,ITA,IT,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2011,2011,176474062,,
2620,Italy,ITA,IT,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2012,2012,180594988,,
2621,Italy,ITA,IT,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2013,2013,184793382,,
2622,Italy,ITA,IT,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2014,2014,186792507,,
2623,Italy,ITA,IT,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2015,2015,192625026,,
2624,Italy,ITA,IT,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2016,2016,199421814,,
2625,Italy,ITA,IT,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2017,2017,210658786,,
2626,Italy,ITA,IT,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2018,2018,216510546,,
2627,Italy,ITA,IT,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2008,2008,134119137,,
2628,Italy,ITA,IT,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2009,2009,130727434,,
2629,Italy,ITA,IT,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2010,2010,136552348,,
2630,Italy,ITA,IT,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2011,2011,146579543,,
2631,Italy,ITA,IT,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2012,2012,150680831,,
2632,Italy,ITA,IT,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2013,2013,155465794,,
2633,Italy,ITA,IT,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2014,2014,157419378,,
2634,Italy,ITA,IT,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2015,2015,162795617,,
2635,Italy,ITA,IT,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2016,2016,167483809,,
2636,Italy,ITA,IT,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2017,2017,176295522,,
2637,Italy,ITA,IT,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2018,2018,182638872,,
2638,Italy,ITA,IT,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2008,2008,27678297,,
2639,Italy,ITA,IT,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2009,2009,28766432,,
2640,Italy,ITA,IT,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2010,2010,28650150,,
2641,Italy,ITA,IT,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2011,2011,29894519,,
2642,Italy,ITA,IT,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2012,2012,29914157,,
2643,Italy,ITA,IT,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2013,2013,29327588,,
2644,Italy,ITA,IT,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2014,2014,29373129,,
2645,Italy,ITA,IT,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2015,2015,29829409,,
2646,Italy,ITA,IT,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2016,2016,31938005,,
2647,Italy,ITA,IT,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2017,2017,34363264,,
2648,Italy,ITA,IT,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2018,2018,33871674,,
2649,Italy,ITA,IT,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2008,2008,70718861,,
2650,Italy,ITA,IT,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2009,2009,71692233,,
2651,Italy,ITA,IT,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2010,2010,73225218,,
2652,Italy,ITA,IT,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2011,2011,75866002,,
2653,Italy,ITA,IT,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2012,2012,76292848,,
2654,Italy,ITA,IT,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2013,2013,76762339,,
2655,Italy,ITA,IT,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2014,2014,77694032,,
2656,Italy,ITA,IT,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2015,2015,81067635,,
2657,Italy,ITA,IT,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2016,2016,84924545,,
2658,Italy,ITA,IT,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2017,2017,89931469,,
2659,Italy,ITA,IT,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2018,2018,93228621,,
2660,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2008,2008,42733683,,
2661,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2009,2009,43238920,,
2662,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2010,2010,43626122,,
2663,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2011,2011,46118843,,
2664,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2012,2012,46359909,,
2665,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2013,2013,47703913,,
2666,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2014,2014,48575939,,
2667,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2015,2015,50731762,,
2668,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2016,2016,52372326,,
2669,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2017,2017,58253030,,
2670,Italy,ITA,IT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2018,2018,61567160,,
2671,Italy,ITA,IT,AUT,Austria,DEMAND,Tourism demand surveys,2008,2008,3098816,,
2672,Italy,ITA,IT,AUT,Austria,DEMAND,Tourism demand surveys,2009,2009,3403807,,
2673,Italy,ITA,IT,AUT,Austria,DEMAND,Tourism demand surveys,2010,2010,3361695,,
2674,Italy,ITA,IT,AUT,Austria,DEMAND,Tourism demand surveys,2011,2011,3205214,,
2675,Italy,ITA,IT,AUT,Austria,DEMAND,Tourism demand surveys,2012,2012,3083283,,
2676,Italy,ITA,IT,AUT,Austria,DEMAND,Tourism demand surveys,2013,2013,3332861,,
2677,Italy,ITA,IT,AUT,Austria,DEMAND,Tourism demand surveys,2014,2014,3244034,,
2678,Italy,ITA,IT,AUT,Austria,DEMAND,Tourism demand surveys,2015,2015,3416980,,
2679,Italy,ITA,IT,AUT,Austria,DEMAND,Tourism demand surveys,2016,2016,3512870,,
2680,Italy,ITA,IT,AUT,Austria,DEMAND,Tourism demand surveys,2017,2017,3689608,,
2681,Italy,ITA,IT,AUT,Austria,DEMAND,Tourism demand surveys,2018,2018,4019846,,
2682,Italy,ITA,IT,CHE,Switzerland,DEMAND,Tourism demand surveys,2008,2008,2537807,,
2683,Italy,ITA,IT,CHE,Switzerland,DEMAND,Tourism demand surveys,2009,2009,2952608,,
2684,Italy,ITA,IT,CHE,Switzerland,DEMAND,Tourism demand surveys,2010,2010,3183639,,
2685,Italy,ITA,IT,CHE,Switzerland,DEMAND,Tourism demand surveys,2011,2011,3235773,,
2686,Italy,ITA,IT,CHE,Switzerland,DEMAND,Tourism demand surveys,2012,2012,3135368,,
2687,Italy,ITA,IT,CHE,Switzerland,DEMAND,Tourism demand surveys,2013,2013,3026303,,
2688,Italy,ITA,IT,CHE,Switzerland,DEMAND,Tourism demand surveys,2014,2014,3261349,,
2689,Italy,ITA,IT,CHE,Switzerland,DEMAND,Tourism demand surveys,2015,2015,3264913,,
2690,Italy,ITA,IT,CHE,Switzerland,DEMAND,Tourism demand surveys,2016,2016,3336453,,
2691,Italy,ITA,IT,CHE,Switzerland,DEMAND,Tourism demand surveys,2017,2017,3309463,,
2692,Italy,ITA,IT,CHE,Switzerland,DEMAND,Tourism demand surveys,2018,2018,3215894,,
2693,Italy,ITA,IT,DEU,Germany,DEMAND,Tourism demand surveys,2008,2008,9803190,,
2694,Italy,ITA,IT,DEU,Germany,DEMAND,Tourism demand surveys,2009,2009,9546257,,
2695,Italy,ITA,IT,DEU,Germany,DEMAND,Tourism demand surveys,2010,2010,8960697,,
2696,Italy,ITA,IT,DEU,Germany,DEMAND,Tourism demand surveys,2011,2011,9874509,,
2697,Italy,ITA,IT,DEU,Germany,DEMAND,Tourism demand surveys,2012,2012,10169734,,
2698,Italy,ITA,IT,DEU,Germany,DEMAND,Tourism demand surveys,2013,2013,9544536,,
2699,Italy,ITA,IT,DEU,Germany,DEMAND,Tourism demand surveys,2014,2014,9451363,,
2700,Italy,ITA,IT,DEU,Germany,DEMAND,Tourism demand surveys,2015,2015,10016011,,
2701,Italy,ITA,IT,DEU,Germany,DEMAND,Tourism demand surveys,2016,2016,11160739,,
2702,Italy,ITA,IT,DEU,Germany,DEMAND,Tourism demand surveys,2017,2017,12450676,,
2703,Italy,ITA,IT,DEU,Germany,DEMAND,Tourism demand surveys,2018,2018,13518339,,
2704,Italy,ITA,IT,FRA,France,DEMAND,Tourism demand surveys,2008,2008,4820172,,
2705,Italy,ITA,IT,FRA,France,DEMAND,Tourism demand surveys,2009,2009,4934446,,
2706,Italy,ITA,IT,FRA,France,DEMAND,Tourism demand surveys,2010,2010,4843586,,
2707,Italy,ITA,IT,FRA,France,DEMAND,Tourism demand surveys,2011,2011,4982574,,
2708,Italy,ITA,IT,FRA,France,DEMAND,Tourism demand surveys,2012,2012,4977292,,
2709,Italy,ITA,IT,FRA,France,DEMAND,Tourism demand surveys,2013,2013,5251927,,
2710,Italy,ITA,IT,FRA,France,DEMAND,Tourism demand surveys,2014,2014,5358176,,
2711,Italy,ITA,IT,FRA,France,DEMAND,Tourism demand surveys,2015,2015,6483089,,
2712,Italy,ITA,IT,FRA,France,DEMAND,Tourism demand surveys,2016,2016,6394403,,
2713,Italy,ITA,IT,FRA,France,DEMAND,Tourism demand surveys,2017,2017,7201639,,
2714,Italy,ITA,IT,FRA,France,DEMAND,Tourism demand surveys,2018,2018,7640667,,
2715,Italy,ITA,IT,GBR,United Kingdom,DEMAND,Tourism demand surveys,2008,2008,3761619,,
2716,Italy,ITA,IT,GBR,United Kingdom,DEMAND,Tourism demand surveys,2009,2009,3361357,,
2717,Italy,ITA,IT,GBR,United Kingdom,DEMAND,Tourism demand surveys,2010,2010,3163036,,
2718,Italy,ITA,IT,GBR,United Kingdom,DEMAND,Tourism demand surveys,2011,2011,3195408,,
2719,Italy,ITA,IT,GBR,United Kingdom,DEMAND,Tourism demand surveys,2012,2012,3377115,,
2720,Italy,ITA,IT,GBR,United Kingdom,DEMAND,Tourism demand surveys,2013,2013,3443285,,
2721,Italy,ITA,IT,GBR,United Kingdom,DEMAND,Tourism demand surveys,2014,2014,3767868,,
2722,Italy,ITA,IT,GBR,United Kingdom,DEMAND,Tourism demand surveys,2015,2015,4153132,,
2723,Italy,ITA,IT,GBR,United Kingdom,DEMAND,Tourism demand surveys,2016,2016,4355870,,
2724,Italy,ITA,IT,GBR,United Kingdom,DEMAND,Tourism demand surveys,2017,2017,4931968,,
2725,Italy,ITA,IT,GBR,United Kingdom,DEMAND,Tourism demand surveys,2018,2018,5658509,,
2726,Italy,ITA,IT,USA,United States,DEMAND,Tourism demand surveys,2008,2008,2269448,,
2727,Italy,ITA,IT,USA,United States,DEMAND,Tourism demand surveys,2009,2009,2261735,,
2728,Italy,ITA,IT,USA,United States,DEMAND,Tourism demand surveys,2010,2010,2327342,,
2729,Italy,ITA,IT,USA,United States,DEMAND,Tourism demand surveys,2011,2011,2714583,,
2730,Italy,ITA,IT,USA,United States,DEMAND,Tourism demand surveys,2012,2012,2590359,,
2731,Italy,ITA,IT,USA,United States,DEMAND,Tourism demand surveys,2013,2013,2884008,,
2732,Italy,ITA,IT,USA,United States,DEMAND,Tourism demand surveys,2014,2014,2960747,,
2733,Italy,ITA,IT,USA,United States,DEMAND,Tourism demand surveys,2015,2015,3159385,,
2734,Italy,ITA,IT,USA,United States,DEMAND,Tourism demand surveys,2016,2016,2927564,,
2735,Italy,ITA,IT,USA,United States,DEMAND,Tourism demand surveys,2017,2017,3361169,,
2736,Italy,ITA,IT,USA,United States,DEMAND,Tourism demand surveys,2018,2018,3693998,,
2737,Italy,ITA,IT,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2008,2008,322969281,,
2738,Italy,ITA,IT,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2009,2009,308084255,,
