LOCATION,VARIABLE,Variable,SOURCE,Source,YEAR,Year,visitors,Flag Codes,Flags
PRT,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2016,2016,37164898,,
PRT,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2017,2017,40734236,,
PRT,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2018,2018,40514333,,
PRT,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2013,2013,2078306,,
PRT,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2014,2014,2308864,,
PRT,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2015,2015,2635539,,
PRT,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2016,2016,3138648,,
PRT,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2017,2017,3377436,,
PRT,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2018,2018,4498351,,
PRT,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,SUPPLY,Tourism supply surveys,2013,2013,1959012,,
PRT,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,SUPPLY,Tourism supply surveys,2014,2014,2521437,,
PRT,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,SUPPLY,Tourism supply surveys,2015,2015,3183253,,
PRT,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,SUPPLY,Tourism supply surveys,2016,2016,3947735,,
PRT,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,SUPPLY,Tourism supply surveys,2017,2017,5243538,,
PRT,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,SUPPLY,Tourism supply surveys,2018,2018,6379914,,
PRT,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2016,2016,28305100,,
PRT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2016,2016,18213800,,
PRT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2017,2017,21234500,,
PRT,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2018,2018,22816800,,
SVK,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2008,2008,19204559,,
SVK,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2009,2009,13427573,,
SVK,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2010,2010,12215875,,
SVK,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2011,2011,18228309,,
SVK,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2012,2012,20374817,,
SVK,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2013,2013,19988605,,
SVK,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2014,2014,17400225,,
SVK,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2015,2015,21549932,,
SVK,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2016,2016,23091923,,
SVK,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2008,2008,6642857,,
SVK,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2009,2009,5298265,,
SVK,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2010,2010,5414853,,
SVK,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2011,2011,5960657,,
SVK,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2012,2012,6234694,,
SVK,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2013,2013,6816114,,
SVK,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2014,2014,6020478,,
SVK,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2015,2015,7025278,,
SVK,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2016,2016,7620335,,
SVK,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2008,2008,26126357,,
SVK,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2009,2009,16391200,,
SVK,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2010,2010,20513900,,
SVK,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2011,2011,20862300,,
SVK,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2012,2012,21197959,,
SVK,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2013,2013,22493177,,
SVK,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2014,2014,18302252,,
SVK,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2015,2015,22691646,,
SVK,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2016,2016,23904990,,
ESP,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2012,2012,48100647,,
ESP,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2013,2013,49798884,,
ESP,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2014,2014,52359130,,
ESP,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2015,2015,55426615,,
ESP,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2016,2016,61341839,,
ESP,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2017,2017,65233045,,
ESP,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2018,2018,65771059,,
ESP,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2012,2012,243389006,,
ESP,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2013,2013,252447765,,
ESP,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2014,2014,259635795,,
ESP,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2015,2015,269418102,,
ESP,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2016,2016,294556428,,
ESP,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2017,2017,305907462,,
ESP,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2018,2018,301022634,,
ESP,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2012,2012,178558301,,
ESP,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2013,2013,185396233,,
ESP,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2014,2014,190530741,,
ESP,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2015,2015,197980823,,
ESP,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2016,2016,216929812,,
ESP,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2017,2017,224755788,,
ESP,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2018,2018,223481185,,
ESP,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2012,2012,64830705,,
ESP,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2013,2013,67051532,,
ESP,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2014,2014,69105054,,
ESP,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2015,2015,71437279,,
ESP,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2016,2016,77626616,,
ESP,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2017,2017,81151674,,
ESP,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2018,2018,77541449,,
ESP,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2008,2008,97669791,,
ESP,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2009,2009,91899197,,
ESP,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2010,2010,93744178,,
ESP,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2011,2011,99187138,,
ESP,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2012,2012,98128079,,
ESP,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2013,2013,103230810,,
ESP,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2014,2014,107614333,,
ESP,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2015,2015,109833674,B,Break
ESP,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2016,2016,115561077,,
ESP,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2017,2017,121717286,,
ESP,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2018,2018,124455667,,
ESP,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2008,2008,57192014,,
ESP,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2009,2009,52177640,,
ESP,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2010,2010,52676973,,
ESP,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2011,2011,56176884,,
ESP,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2012,2012,57464496,,
ESP,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2013,2013,60675489,,
ESP,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2014,2014,64995275,,
ESP,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2015,2015,68174650,B,Break
ESP,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2016,2016,75315008,,
ESP,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2017,2017,81868522,,
ESP,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2018,2018,82808413,,
ESP,DEU,Germany,DEMAND,Tourism demand surveys,2008,2008,10062629,,
ESP,DEU,Germany,DEMAND,Tourism demand surveys,2009,2009,8935147,,
ESP,DEU,Germany,DEMAND,Tourism demand surveys,2010,2010,8814070,,
ESP,DEU,Germany,DEMAND,Tourism demand surveys,2011,2011,8975236,,
ESP,DEU,Germany,DEMAND,Tourism demand surveys,2012,2012,9318737,,
ESP,DEU,Germany,DEMAND,Tourism demand surveys,2013,2013,9856687,,
ESP,DEU,Germany,DEMAND,Tourism demand surveys,2014,2014,10422055,,
ESP,DEU,Germany,DEMAND,Tourism demand surveys,2015,2015,10260300,B,Break
ESP,DEU,Germany,DEMAND,Tourism demand surveys,2016,2016,11208656,,
ESP,DEU,Germany,DEMAND,Tourism demand surveys,2017,2017,11897376,,
ESP,DEU,Germany,DEMAND,Tourism demand surveys,2018,2018,11414955,,
ESP,FRA,France,DEMAND,Tourism demand surveys,2008,2008,8149265,,
ESP,FRA,France,DEMAND,Tourism demand surveys,2009,2009,7955104,,
ESP,FRA,France,DEMAND,Tourism demand surveys,2010,2010,8125354,,
ESP,FRA,France,DEMAND,Tourism demand surveys,2011,2011,8375035,,
ESP,FRA,France,DEMAND,Tourism demand surveys,2012,2012,8913399,,
ESP,FRA,France,DEMAND,Tourism demand surveys,2013,2013,9539035,,
ESP,FRA,France,DEMAND,Tourism demand surveys,2014,2014,10615746,,
ESP,FRA,France,DEMAND,Tourism demand surveys,2015,2015,11503609,B,Break
ESP,FRA,France,DEMAND,Tourism demand surveys,2016,2016,11258540,,
ESP,FRA,France,DEMAND,Tourism demand surveys,2017,2017,11267269,,
ESP,FRA,France,DEMAND,Tourism demand surveys,2018,2018,11293323,,
ESP,GBR,United Kingdom,DEMAND,Tourism demand surveys,2008,2008,15775244,,
ESP,GBR,United Kingdom,DEMAND,Tourism demand surveys,2009,2009,13296762,,
ESP,GBR,United Kingdom,DEMAND,Tourism demand surveys,2010,2010,12440240,,
ESP,GBR,United Kingdom,DEMAND,Tourism demand surveys,2011,2011,13615385,,
ESP,GBR,United Kingdom,DEMAND,Tourism demand surveys,2012,2012,13624050,,
ESP,GBR,United Kingdom,DEMAND,Tourism demand surveys,2013,2013,14333773,,
ESP,GBR,United Kingdom,DEMAND,Tourism demand surveys,2014,2014,15006744,,
ESP,GBR,United Kingdom,DEMAND,Tourism demand surveys,2015,2015,15764034,B,Break
ESP,GBR,United Kingdom,DEMAND,Tourism demand surveys,2016,2016,17675367,,
ESP,GBR,United Kingdom,DEMAND,Tourism demand surveys,2017,2017,18806776,,
ESP,GBR,United Kingdom,DEMAND,Tourism demand surveys,2018,2018,18523957,,
ESP,ITA,Italy,DEMAND,Tourism demand surveys,2008,2008,3354251,,
ESP,ITA,Italy,DEMAND,Tourism demand surveys,2009,2009,3188147,,
ESP,ITA,Italy,DEMAND,Tourism demand surveys,2010,2010,3490352,,
ESP,ITA,Italy,DEMAND,Tourism demand surveys,2011,2011,3764818,,
ESP,ITA,Italy,DEMAND,Tourism demand surveys,2012,2012,3537932,,
ESP,ITA,Italy,DEMAND,Tourism demand surveys,2013,2013,3225360,,
ESP,ITA,Italy,DEMAND,Tourism demand surveys,2014,2014,3697702,,
ESP,ITA,Italy,DEMAND,Tourism demand surveys,2015,2015,3907288,B,Break
ESP,ITA,Italy,DEMAND,Tourism demand surveys,2016,2016,3969322,,
ESP,ITA,Italy,DEMAND,Tourism demand surveys,2017,2017,4222865,,
ESP,ITA,Italy,DEMAND,Tourism demand surveys,2018,2018,4389453,,
ESP,NORD,Nordic countries,DEMAND,Tourism demand surveys,2008,2008,3593629,,
ESP,NORD,Nordic countries,DEMAND,Tourism demand surveys,2009,2009,3333991,,
ESP,NORD,Nordic countries,DEMAND,Tourism demand surveys,2010,2010,3574161,,
ESP,NORD,Nordic countries,DEMAND,Tourism demand surveys,2011,2011,3898028,,
ESP,NORD,Nordic countries,DEMAND,Tourism demand surveys,2012,2012,4168341,,
ESP,NORD,Nordic countries,DEMAND,Tourism demand surveys,2013,2013,4874870,,
ESP,NORD,Nordic countries,DEMAND,Tourism demand surveys,2014,2014,5044539,,
ESP,NORD,Nordic countries,DEMAND,Tourism demand surveys,2015,2015,5009081,B,Break
ESP,NORD,Nordic countries,DEMAND,Tourism demand surveys,2016,2016,5129025,,
ESP,NORD,Nordic countries,DEMAND,Tourism demand surveys,2017,2017,5826548,,
ESP,NORD,Nordic countries,DEMAND,Tourism demand surveys,2018,2018,5803535,,
ESP,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2008,2008,542275900,,
ESP,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2009,2009,505070906,,
ESP,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2010,2010,501641019,,
ESP,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2011,2011,516476505,,
ESP,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2012,2012,511424080,,
ESP,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2013,2013,542631275,,
ESP,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2014,2014,575795103,,
ESP,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2015,2015,597318973,B,Break
ESP,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2016,2016,593417445,,
ESP,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2017,2017,633696886,,
ESP,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2018,2018,616714999,,
ESP,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,DEMAND,Tourism demand surveys,2008,2008,257386237,,
ESP,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,DEMAND,Tourism demand surveys,2009,2009,224841881,,
ESP,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,DEMAND,Tourism demand surveys,2010,2010,227250519,,
ESP,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,DEMAND,Tourism demand surveys,2011,2011,247402446,,
ESP,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,DEMAND,Tourism demand surveys,2012,2012,251822343,,
ESP,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,DEMAND,Tourism demand surveys,2013,2013,267358789,,
ESP,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,DEMAND,Tourism demand surveys,2014,2014,279622970,,
ESP,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,DEMAND,Tourism demand surveys,2015,2015,288471634,B,Break
ESP,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,DEMAND,Tourism demand surveys,2016,2016,280646212,,
ESP,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,DEMAND,Tourism demand surveys,2017,2017,291692223,,
ESP,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,DEMAND,Tourism demand surveys,2018,2018,287883699,,
ESP,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2008,2008,45421863,,
ESP,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2009,2009,43509906,,
ESP,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2010,2010,42348225,,
ESP,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2011,2011,35667912,,
ESP,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2012,2012,29306856,,
ESP,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2013,2013,31140779,,
ESP,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2014,2014,34829998,,
ESP,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2015,2015,41004441,B,Break
ESP,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2016,2016,26547265,,
ESP,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2017,2017,32411513,,
ESP,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,DEMAND,Tourism demand surveys,2018,2018,35598648,,
ESP,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2008,2008,239467800,,
ESP,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2009,2009,236719119,,
ESP,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2010,2010,232042274,,
ESP,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2011,2011,233406146,,
ESP,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2012,2012,230294881,,
ESP,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2013,2013,244131707,,
ESP,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2014,2014,261342135,,
ESP,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2015,2015,266653785,B,Break
ESP,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2016,2016,286223968,,
ESP,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2017,2017,309593151,,
ESP,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,DEMAND,Tourism demand surveys,2018,2018,293232652,,
SWE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2008,2008,11963917,,
SWE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2009,2009,12329657,,
SWE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2010,2010,12802832,,
SWE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2011,2011,12880617,,
SWE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2012,2012,12774599,,
SWE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2013,2013,12890245,,
SWE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2014,2014,13747590,,
SWE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2015,2015,15174651,,
SWE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2016,2016,15593726,,
SWE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2017,2017,16190730,,
SWE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2018,2018,17327279,,
SWE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2008,2008,7390102,,
SWE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2009,2009,7507429,,
SWE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2010,2010,7780367,,
SWE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2011,2011,7844603,,
SWE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2012,2012,7963521,,
SWE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2013,2013,8169426,,
SWE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2014,2014,8859903,,
SWE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2015,2015,9925733,,
SWE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2016,2016,10375178,,
SWE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2017,2017,10999731,,
SWE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2018,2018,11719753,,
SWE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2008,2008,4573815,,
SWE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2009,2009,4822228,,
SWE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2010,2010,5022465,,
SWE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2011,2011,5036014,,
SWE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2012,2012,4811078,,
SWE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2013,2013,4720819,,
SWE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2014,2014,4887687,,
SWE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2015,2015,5248918,,
SWE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2016,2016,5218548,,
SWE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2017,2017,5190999,,
SWE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2018,2018,5607526,,
SWE,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2011,2011,19404572,,
SWE,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2012,2012,20011206,,
SWE,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2013,2013,18803032,,
SWE,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2014,2014,19945119,,
SWE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2011,2011,11566770,,
SWE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2012,2012,12372124,,
SWE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2013,2013,11138752,,
SWE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2014,2014,10750215,,
